"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.001","","01/01/2015","12/31/2015"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.885","","01/01/2015","12/31/2015"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.956","","01/01/2015","12/31/2015"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.715","","01/01/2015","12/31/2015"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.709","","01/01/2015","12/31/2015"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.389","","01/01/2015","12/31/2015"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.730","","01/01/2015","12/31/2015"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.607","","01/01/2015","12/31/2015"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.695","","01/01/2015","12/31/2015"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.670","","01/01/2015","12/31/2015"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.644","","01/01/2015","12/31/2015"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.042","","01/01/2015","12/31/2015"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.913","","01/01/2015","12/31/2015"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.117","","01/01/2015","12/31/2015"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.837","","01/01/2015","12/31/2015"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.659","","01/01/2015","12/31/2015"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.520","","01/01/2015","12/31/2015"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.838","","01/01/2015","12/31/2015"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.724","","01/01/2015","12/31/2015"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.786","","01/01/2015","12/31/2015"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.110","","01/01/2015","12/31/2015"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.714","","01/01/2015","12/31/2015"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.847","","01/01/2015","12/31/2015"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.708","","01/01/2015","12/31/2015"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.956","","01/01/2015","12/31/2015"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.197","","01/01/2015","12/31/2015"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.267","","01/01/2015","12/31/2015"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.774","","01/01/2015","12/31/2015"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.738","","01/01/2015","12/31/2015"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.098","","01/01/2015","12/31/2015"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.234","","01/01/2015","12/31/2015"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.000","","01/01/2015","12/31/2015"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.840","","01/01/2015","12/31/2015"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.509","","01/01/2015","12/31/2015"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.956","","01/01/2015","12/31/2015"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.080","","01/01/2015","12/31/2015"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.182","","01/01/2015","12/31/2015"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.250","","01/01/2015","12/31/2015"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.491","","01/01/2015","12/31/2015"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.878","","01/01/2015","12/31/2015"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.849","","01/01/2015","12/31/2015"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.108","","01/01/2015","12/31/2015"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.472","","01/01/2015","12/31/2015"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.995","","01/01/2015","12/31/2015"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.477","","01/01/2015","12/31/2015"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.922","","01/01/2015","12/31/2015"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.194","","01/01/2015","12/31/2015"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.929","","01/01/2015","12/31/2015"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.902","","01/01/2015","12/31/2015"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.153","","01/01/2015","12/31/2015"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.080","","01/01/2015","12/31/2015"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.943","","01/01/2015","12/31/2015"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.412","","01/01/2015","12/31/2015"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.126","","01/01/2015","12/31/2015"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.285","","01/01/2015","12/31/2015"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.658","","01/01/2015","12/31/2015"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.292","","01/01/2015","12/31/2015"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.518","","01/01/2015","12/31/2015"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.827","","01/01/2015","12/31/2015"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.677","","01/01/2015","12/31/2015"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.643","","01/01/2015","12/31/2015"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.002","","01/01/2015","12/31/2015"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.102","","01/01/2015","12/31/2015"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.265","","01/01/2015","12/31/2015"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.073","","01/01/2015","12/31/2015"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.089","","01/01/2015","12/31/2015"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.993","","01/01/2015","12/31/2015"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.538","","01/01/2015","12/31/2015"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.799","","01/01/2015","12/31/2015"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.874","","01/01/2015","12/31/2015"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.950","","01/01/2015","12/31/2015"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.668","","01/01/2015","12/31/2015"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.304","","01/01/2015","12/31/2015"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.905","","01/01/2015","12/31/2015"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.848","","01/01/2015","12/31/2015"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.171","","01/01/2015","12/31/2015"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.413","","01/01/2015","12/31/2015"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","2.224","","01/01/2015","12/31/2015"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.830","","01/01/2015","12/31/2015"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.146","","01/01/2015","12/31/2015"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.189","","01/01/2015","12/31/2015"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.952","","01/01/2015","12/31/2015"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.723","","01/01/2015","12/31/2015"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.096","","01/01/2015","12/31/2015"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.821","","01/01/2015","12/31/2015"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.244","","01/01/2015","12/31/2015"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.229","","01/01/2015","12/31/2015"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.578","","01/01/2015","12/31/2015"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.719","","01/01/2015","12/31/2015"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.736","","01/01/2015","12/31/2015"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.028","","01/01/2015","12/31/2015"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.003","","01/01/2015","12/31/2015"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.325","","01/01/2015","12/31/2015"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.561","","01/01/2015","12/31/2015"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.458","","01/01/2015","12/31/2015"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.299","","01/01/2015","12/31/2015"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.139","","01/01/2015","12/31/2015"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.530","","01/01/2015","12/31/2015"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.352","","01/01/2015","12/31/2015"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.200","","01/01/2015","12/31/2015"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.500","","01/01/2015","12/31/2015"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.451","","01/01/2015","12/31/2015"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.266","","01/01/2015","12/31/2015"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.592","","01/01/2015","12/31/2015"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.374","","01/01/2015","12/31/2015"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.726","","01/01/2015","12/31/2015"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.897","","01/01/2015","12/31/2015"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.736","","01/01/2015","12/31/2015"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.706","","01/01/2015","12/31/2015"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.035","","01/01/2015","12/31/2015"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.634","","01/01/2015","12/31/2015"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.373","","01/01/2015","12/31/2015"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.903","","01/01/2015","12/31/2015"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.409","","01/01/2015","12/31/2015"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.961","","01/01/2015","12/31/2015"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.683","","01/01/2015","12/31/2015"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.274","","01/01/2015","12/31/2015"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.187","","01/01/2015","12/31/2015"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.816","","01/01/2015","12/31/2015"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.211","","01/01/2015","12/31/2015"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.063","","01/01/2015","12/31/2015"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.743","","01/01/2015","12/31/2015"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.932","","01/01/2015","12/31/2015"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.267","","01/01/2015","12/31/2015"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.140","","01/01/2015","12/31/2015"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.978","","01/01/2015","12/31/2015"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.670","","01/01/2015","12/31/2015"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.717","","01/01/2015","12/31/2015"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","4.625","","01/01/2015","12/31/2015"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.152","","01/01/2015","12/31/2015"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.507","","01/01/2015","12/31/2015"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.803","","01/01/2015","12/31/2015"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","5.312","","01/01/2015","12/31/2015"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","-","","01/01/2015","12/31/2015"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.632","","01/01/2015","12/31/2015"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.296","","01/01/2015","12/31/2015"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.721","","01/01/2015","12/31/2015"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.946","","01/01/2015","12/31/2015"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.866","","01/01/2015","12/31/2015"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.884","","01/01/2015","12/31/2015"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.727","","01/01/2015","12/31/2015"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.091","","01/01/2015","12/31/2015"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.713","","01/01/2015","12/31/2015"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.919","","01/01/2015","12/31/2015"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.079","","01/01/2015","12/31/2015"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.652","","01/01/2015","12/31/2015"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.121","","01/01/2015","12/31/2015"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.738","","01/01/2015","12/31/2015"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.917","","01/01/2015","12/31/2015"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.615","","01/01/2015","12/31/2015"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.664","","01/01/2015","12/31/2015"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.870","","01/01/2015","12/31/2015"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.785","","01/01/2015","12/31/2015"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.685","","01/01/2015","12/31/2015"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.689","","01/01/2015","12/31/2015"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.913","","01/01/2015","12/31/2015"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.934","","01/01/2015","12/31/2015"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.470","","01/01/2015","12/31/2015"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.939","","01/01/2015","12/31/2015"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.771","","01/01/2015","12/31/2015"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.652","","01/01/2015","12/31/2015"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.215","","01/01/2015","12/31/2015"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.096","","01/01/2015","12/31/2015"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.465","","01/01/2015","12/31/2015"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.848","","01/01/2015","12/31/2015"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.773","","01/01/2015","12/31/2015"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.646","","01/01/2015","12/31/2015"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.925","","01/01/2015","12/31/2015"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.824","","01/01/2015","12/31/2015"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.338","","01/01/2015","12/31/2015"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.501","","01/01/2015","12/31/2015"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.711","","01/01/2015","12/31/2015"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.463","","01/01/2015","12/31/2015"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.465","","01/01/2015","12/31/2015"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.686","","01/01/2015","12/31/2015"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.708","","01/01/2015","12/31/2015"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.731","","01/01/2015","12/31/2015"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.794","","01/01/2015","12/31/2015"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.151","","01/01/2015","12/31/2015"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.901","","01/01/2015","12/31/2015"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.581","","01/01/2015","12/31/2015"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.854","","01/01/2015","12/31/2015"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.746","","01/01/2015","12/31/2015"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.496","","01/01/2015","12/31/2015"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.875","","01/01/2015","12/31/2015"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.221","","01/01/2015","12/31/2015"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.145","","01/01/2015","12/31/2015"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.031","","01/01/2015","12/31/2015"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.010","","01/01/2015","12/31/2015"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.605","","01/01/2015","12/31/2015"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.972","","01/01/2015","12/31/2015"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.021","","01/01/2015","12/31/2015"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.309","","01/01/2015","12/31/2015"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.263","","01/01/2015","12/31/2015"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.275","","01/01/2015","12/31/2015"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.567","","01/01/2015","12/31/2015"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.566","","01/01/2015","12/31/2015"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.459","","01/01/2015","12/31/2015"
