Hospital_Name,Provider_ID,State,Fiscal_Year,Domain_1_Score,Domain_1_Score_Footnote,Domain_1_Start_Date,Domain_1_End_Date,AHRQ_PSI_90_Score,AHRQ_PSI_90_Score_Footnote,Domain_2_Score,Domain_2_Score_Footnote,CLABSI_Score,CLABSI_Score_Footnote,CAUTI_Score,CAUTI_Score_Footnote,SSI_Score,SSI_Score_Footnote,MRSA_Score,MRSA_Footnote,CDI_Score,CDI_Footnote,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Total_HAC_Score_Footnote,Payment_Reduction,Payment_Reduction_Footnote
"SPECTRUM HEALTH UNITED HOSPITAL","230035","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.2500","","8","","6","","4","","N/A","5","3","","01-JAN-14","31-DEC-15","5.0625","","No",""
"MIDMICHGAN MEDICAL CENTER - ALPENA","230036","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.0000","","1","","10","","4","","1","","4","","01-JAN-14","31-DEC-15","3.7000","","No",""
"HILLSDALE HOSPITAL","230037","MI","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","1.0000","","N/A","5","1","","1","","1","","1","","01-JAN-14","31-DEC-15","1.3000","","No",""
"SPECTRUM HEALTH - BUTTERWORTH CAMPUS","230038","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.2000","","5","","8","","9","","4","","5","","01-JAN-14","31-DEC-15","6.6200","","Yes",""
"SPECTRUM HEALTH PENNOCK","230040","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.3333","","N/A","5","1","","10","","N/A","5","5","","01-JAN-14","31-DEC-15","6.0333","","No",""
"MCLAREN BAY REGION","230041","MI","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.6000","","4","","8","","4","","9","","3","","01-JAN-14","31-DEC-15","5.2100","","No",""
"UNIVERSITY OF MICHIGAN HEALTH SYSTEM","230046","MI","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","7.6000","","6","","7","","9","","7","","9","","01-JAN-14","31-DEC-15","6.6100","","Yes",""
"HENRY FORD MACOMB HOSPITAL","230047","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.2000","","5","","8","","5","","2","","6","","01-JAN-14","31-DEC-15","5.9200","","No",""
"HENRY FORD HOSPITAL","230053","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.4000","","6","","9","","2","","4","","6","","01-JAN-14","31-DEC-15","6.0900","","No",""
"UP HEALTH SYSTEM - MARQUETTE","230054","MI","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","4.4000","","4","","5","","4","","4","","5","","01-JAN-14","31-DEC-15","4.6400","","No",""
"DICKINSON COUNTY MEMORIAL HOSPITAL","230055","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","N/A","5","1","","1","","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"MUNSON HEALTHCARE GRAYLING HOSPITAL","230058","MI","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.0000","","N/A","5","5","","1","","N/A","5","3","","01-JAN-14","31-DEC-15","3.3000","","No",""
"SAINT MARY'S HEALTH CARE","230059","MI","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","7.4000","","8","","9","","8","","5","","7","","01-JAN-14","31-DEC-15","7.3400","","Yes",""
"MERCY HEALTH MUSKEGON","230066","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.8000","","8","","4","","2","","2","","8","","01-JAN-14","31-DEC-15","4.3800","","No",""
"SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","230069","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.6667","","N/A","5","9","","1","","N/A","5","7","","01-JAN-14","31-DEC-15","5.4167","","No",""
"COVENANT MEDICAL CENTER","230070","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.8000","","2","","2","","10","","3","","7","","01-JAN-14","31-DEC-15","5.4300","","No",""
"STRAITH HOSPITAL FOR SPECIAL SURGERY","230071","MI","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"HOLLAND COMMUNITY HOSPITAL","230072","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.0000","","N/A","5","1","","10","","6","","3","","01-JAN-14","31-DEC-15","4.8500","","No",""
"BRONSON BATTLE CREEK HOSPITAL","230075","MI","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","7.6000","","7","","8","","6","","9","","8","","01-JAN-14","31-DEC-15","7.5100","","Yes",""
"ST MARY'S OF MICHIGAN MEDICAL CENTER","230077","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.6000","","1","","2","","7","","8","","5","","01-JAN-14","31-DEC-15","5.2600","","No",""
"LAKELAND HOSPITAL WATERVLIET","230078","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.3000","","No",""
"MCLAREN CENTRAL MICHIGAN","230080","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","1.8000","","1","","1","","1","","5","","1","","01-JAN-14","31-DEC-15","1.8300","","No",""
"MUNSON HEALTHCARE CADILLAC HOSPITAL","230081","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","2.5000","","N/A","5","1","","5","","1","","3","","01-JAN-14","31-DEC-15","3.6250","","No",""
"SOUTH HAVEN COMMUNITY HOSPITAL","230085","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.0000","","No",""
"BEAUMONT HOSPITAL, GROSSE POINTE","230089","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.6000","","9","","8","","6","","8","","7","","01-JAN-14","31-DEC-15","7.0600","","Yes",""
"HENRY FORD ALLEGIANCE HEALTH","230092","MI","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.0000","","6","","4","","5","","1","","4","","01-JAN-14","31-DEC-15","3.5500","","No",""
"SPECTRUM HEALTH BIG RAPIDS HOSPITAL","230093","MI","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","3.5000","","N/A","5","N/A","5","5","","N/A","5","2","","01-JAN-14","31-DEC-15","4.1750","","No",""
"WEST BRANCH REGIONAL MEDICAL CENTER","230095","MI","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.3333","","N/A","5","10","","6","","N/A","5","3","","01-JAN-14","31-DEC-15","5.8333","","No",""
"STURGIS HOSPITAL","230096","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","4.5000","","N/A","5","N/A","5","4","","N/A","5","5","","01-JAN-14","31-DEC-15","4.4250","","No",""
"MUNSON MEDICAL CENTER","230097","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.8000","","9","","8","","6","","5","","6","","01-JAN-14","31-DEC-15","7.1300","","Yes",""
"PROMEDICA MONROE REGIONAL HOSPITAL","230099","MI","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.0000","","7","","3","","9","","5","","6","","01-JAN-14","31-DEC-15","6.0000","","No",""
"TAWAS ST JOSEPH HOSPITAL","230100","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.0000","","N/A","5","N/A","5","8","","N/A","5","2","","01-JAN-14","31-DEC-15","4.8500","","No",""
"HARPER UNIVERSITY HOSPITAL","230104","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","8","","5","","9","","9","","4","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"MCLAREN - NORTHERN MICHIGAN","230105","MI","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.6000","","4","","7","","4","","5","","8","","01-JAN-14","31-DEC-15","4.9100","","No",""
"UP HEALTH SYSTEM PORTAGE","230108","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","7.5000","","N/A","5","N/A","5","10","","N/A","5","5","","01-JAN-14","31-DEC-15","7.7250","","Yes",""
"SPECTRUM HEALTH LUDINGTON HOSPITAL","230110","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.0000","","N/A","5","6","","2","","N/A","5","7","","01-JAN-14","31-DEC-15","4.5500","","No",""
"BORGESS MEDICAL CENTER","230117","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.6000","","4","","6","","5","","6","","2","","01-JAN-14","31-DEC-15","5.2600","","No",""
"HURON MEDICAL CENTER","230118","MI","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.0000","","N/A","5","N/A","5","N/A","5","N/A","5","3","","01-JAN-14","31-DEC-15","3.3000","","No",""
"MEMORIAL HEALTHCARE","230121","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.6000","","9","","1","","6","","7","","10","","01-JAN-14","31-DEC-15","6.9600","","Yes",""
"BEAUMONT HOSPITAL, ROYAL OAK","230130","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","7.0000","","8","","6","","5","","9","","7","","01-JAN-14","31-DEC-15","7.3000","","Yes",""
"HURLEY MEDICAL CENTER","230132","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.8000","","9","","9","","10","","6","","5","","01-JAN-14","31-DEC-15","8.1300","","Yes",""
"OTSEGO MEMORIAL HOSPITAL","230133","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","2.6667","","N/A","5","1","","5","","N/A","5","2","","01-JAN-14","31-DEC-15","2.8667","","No",""
"MCLAREN FLINT","230141","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.8000","","7","","9","","9","","9","","5","","01-JAN-14","31-DEC-15","8.1300","","Yes",""
"BEAUMONT HOSPITAL - WAYNE","230142","MI","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","8.2000","","6","","9","","9","","10","","7","","01-JAN-14","31-DEC-15","7.1200","","Yes",""
"FOREST HEALTH MEDICAL CENTER","230144","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","2.0000","","No",""
"HENRY FORD WYANDOTTE HOSPITAL","230146","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.6000","","9","","5","","6","","6","","7","","01-JAN-14","31-DEC-15","7.1100","","Yes",""
"BEAUMONT HOSPITAL - FARMINGTON HILLS","230151","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.2000","","8","","6","","3","","9","","5","","01-JAN-14","31-DEC-15","6.6200","","Yes",""
"ST JOSEPH MERCY HOSPITAL","230156","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.0000","","4","","8","","6","","4","","8","","01-JAN-14","31-DEC-15","6.6000","","Yes",""
"ST JOHN HOSPITAL AND MEDICAL CENTER","230165","MI","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.4000","","5","","5","","6","","9","","7","","01-JAN-14","31-DEC-15","5.8900","","No",""
"MCLAREN GREATER LANSING","230167","MI","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.0000","","8","","7","","4","","4","","2","","01-JAN-14","31-DEC-15","4.4000","","No",""
"NORTH OTTAWA COMMUNITY HEALTH SYSTEM","230174","MI","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.0000","","N/A","5","N/A","5","6","","N/A","5","4","","01-JAN-14","31-DEC-15","5.4500","","No",""
"BEAUMONT HOSPITAL - TRENTON","230176","MI","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.6000","","6","","9","","2","","3","","8","","01-JAN-14","31-DEC-15","5.5100","","No",""
"MIDMICHIGAN MEDICAL CENTER-CLARE","230180","MI","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","9.0000","","N/A","5","N/A","5","N/A","5","N/A","5","9","","01-JAN-14","31-DEC-15","8.8500","","Yes",""
"MCLAREN LAPEER REGION","230193","MI","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.2000","","3","","8","","10","","3","","7","","01-JAN-14","31-DEC-15","6.0200","","No",""
"ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","230195","MI","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.0000","","3","","8","","5","","6","","8","","01-JAN-14","31-DEC-15","5.5500","","No",""
"GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","230197","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.0000","","3","","8","","8","","6","","5","","01-JAN-14","31-DEC-15","6.6000","","Yes",""
"MCLAREN OAKLAND","230207","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","3.4000","","2","","4","","8","","1","","2","","01-JAN-14","31-DEC-15","4.2400","","No",""
"SPARROW CARSON HOSPITAL","230208","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","10.0000","","Yes",""
"MCLAREN PORT HURON","230216","MI","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.6000","","4","","4","","3","","9","","8","","01-JAN-14","31-DEC-15","5.5100","","No",""
"OAKLAWN HOSPITAL","230217","MI","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.2000","","9","","5","","9","","1","","2","","01-JAN-14","31-DEC-15","5.0200","","No",""
"MIDMICHIGAN MEDICAL CENTER-MIDLAND","230222","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","2.2000","","1","","2","","4","","1","","3","","01-JAN-14","31-DEC-15","2.1700","","No",""
"MCLAREN MACOMB","230227","MI","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.8000","","1","","10","","7","","4","","7","","01-JAN-14","31-DEC-15","6.1300","","No",""
"EDWARD W SPARROW HOSPITAL","230230","MI","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.2000","","4","","8","","9","","5","","5","","01-JAN-14","31-DEC-15","6.6200","","Yes",""
"METRO HEALTH HOSPITAL","230236","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.2000","","3","","8","","10","","3","","2","","01-JAN-14","31-DEC-15","5.9200","","No",""
"CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","230239","MI","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.0000","","N/A","5","1","","1","","N/A","5","10","","01-JAN-14","31-DEC-15","3.8500","","No",""
"ST JOHN RIVER DISTRICT HOSPITAL","230241","MI","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","1.3333","","N/A","5","N/A","5","1","","1","","2","","01-JAN-14","31-DEC-15","1.5833","","No",""
"GARDEN CITY HOSPITAL","230244","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","9.6000","","10","","10","","10","","9","","9","","01-JAN-14","31-DEC-15","8.4600","","Yes",""
"CRITTENTON HOSPITAL MEDICAL CENTER","230254","MI","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.2000","","8","","2","","2","","6","","3","","01-JAN-14","31-DEC-15","4.6200","","No",""
"ST JOSEPH MERCY CHELSEA","230259","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","3.3333","","N/A","5","N/A","5","1","","7","","2","","01-JAN-14","31-DEC-15","3.1333","","No",""
"SOUTHEAST MICHIGAN SURGICAL HOSPITAL","230264","MI","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","6.0000","","No",""
"BEAUMONT HOSPITAL, TROY","230269","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.4000","","3","","6","","7","","6","","5","","01-JAN-14","31-DEC-15","4.8900","","No",""
"BEAUMONT HOSPITAL - TAYLOR","230270","MI","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","7.7500","","8","","9","","N/A","5","8","","6","","01-JAN-14","31-DEC-15","6.8875","","Yes",""
"DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","230273","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.6000","","7","","8","","7","","10","","6","","01-JAN-14","31-DEC-15","7.9600","","Yes",""
"HEALTHSOURCE SAGINAW","230275","MI","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"HURON VALLEY-SINAI HOSPITAL","230277","MI","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.8000","","1","","5","","5","","6","","7","","01-JAN-14","31-DEC-15","5.2800","","No",""
"BRIGHTON HOSPITAL","230279","MI","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","1","","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"KARMANOS CANCER CENTER","230297","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.2500","","6","","3","","N/A","5","10","","10","","01-JAN-14","31-DEC-15","7.6625","","Yes",""
"OAKLAND REGIONAL HOSPITAL","230301","MI","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"HENRY FORD WEST BLOOMFIELD HOSPITAL","230302","MI","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.0000","","3","","4","","4","","7","","7","","01-JAN-14","31-DEC-15","5.7500","","No",""
"WEST SHORE MEDICAL CENTER","230303","MI","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.0000","","N/A","5","N/A","5","7","","N/A","5","3","","01-JAN-14","31-DEC-15","5.3000","","No",""
"NORTH MEMORIAL MEDICAL CENTER","240001","MN","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.0000","","4","","9","","5","","4","","8","","01-JAN-14","31-DEC-15","5.7000","","No",""
"ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","240002","MN","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.0000","","3","","6","","9","","2","","5","","01-JAN-14","31-DEC-15","5.4500","","No",""
"HENNEPIN COUNTY MEDICAL CENTER 1","240004","MN","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.2000","","3","","10","","10","","5","","3","","01-JAN-14","31-DEC-15","6.1700","","No",""
"OLMSTED MEDICAL CENTER","240006","MN","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.5000","","N/A","5","N/A","5","1","","N/A","5","2","","01-JAN-14","31-DEC-15","2.1750","","No",""
"MAYO CLINIC HOSPITAL ROCHESTER","240010","MN","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.6000","","8","","5","","8","","3","","4","","01-JAN-14","31-DEC-15","5.5100","","No",""
"NORTHFIELD HOSPITAL","240014","MN","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","1.5000","","N/A","5","N/A","5","1","","N/A","5","2","","01-JAN-14","31-DEC-15","2.7750","","No",""
"MAYO CLINIC HEALTH SYSTEM IN RED WING","240018","MN","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","3.0000","","N/A","5","N/A","5","4","","N/A","5","2","","01-JAN-14","31-DEC-15","3.1500","","No",""
"ESSENTIA HEALTH DULUTH","240019","MN","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.0000","","6","","10","","N/A","5","1","","3","","01-JAN-14","31-DEC-15","5.3000","","No",""
"CAMBRIDGE MEDICAL CENTER","240020","MN","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","2.0000","","N/A","5","N/A","5","N/A","5","1","","3","","01-JAN-14","31-DEC-15","2.9000","","No",""
"SANFORD WORTHINGTON MEDICAL CENTER","240022","MN","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"DOUGLAS COUNTY HOSPITAL","240030","MN","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","3.5000","","N/A","5","1","","4","","1","","8","","01-JAN-14","31-DEC-15","4.1750","","No",""
"ST CLOUD HOSPITAL","240036","MN","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.8000","","8","","10","","5","","7","","9","","01-JAN-14","31-DEC-15","7.2300","","Yes",""
"UNITED HOSPITAL","240038","MN","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.4000","","4","","7","","9","","4","","3","","01-JAN-14","31-DEC-15","5.6400","","No",""
"UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS","240040","MN","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.0000","","N/A","5","N/A","5","10","","1","","1","","01-JAN-14","31-DEC-15","3.8500","","No",""
"MAYO CLINIC HEALTH SYSTEM - ALBERT LEA","240043","MN","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","7.3333","","N/A","5","8","","6","","N/A","5","8","","01-JAN-14","31-DEC-15","6.9833","","Yes",""
"WINONA HEALTH SERVICES","240044","MN","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","3.5000","","N/A","5","1","","N/A","5","N/A","5","6","","01-JAN-14","31-DEC-15","4.0250","","No",""
"ST LUKES HOSPITAL","240047","MN","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.2000","","1","","4","","4","","2","","10","","01-JAN-14","31-DEC-15","4.9200","","No",""
"FAIRVIEW LAKES MEDICAL CENTER","240050","MN","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","7.0000","","N/A","5","N/A","5","9","","N/A","5","5","","01-JAN-14","31-DEC-15","6.8500","","Yes",""
"LAKE REGION HEALTHCARE CORPORATION","240052","MN","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","3.0000","","N/A","5","N/A","5","1","","N/A","5","5","","01-JAN-14","31-DEC-15","3.7500","","No",""
"PARK NICOLLET METHODIST HOSPITAL","240053","MN","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","5.6000","","4","","6","","6","","3","","9","","01-JAN-14","31-DEC-15","5.6600","","No",""
"RIDGEVIEW MEDICAL CENTER","240056","MN","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","3.2000","","1","","5","","6","","1","","3","","01-JAN-14","31-DEC-15","3.9200","","No",""
"ABBOTT NORTHWESTERN HOSPITAL","240057","MN","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.0000","","6","","8","","8","","2","","6","","01-JAN-14","31-DEC-15","6.3000","","No",""
"REGINA HOSPITAL","240059","MN","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.6000","","No",""
"ST JOSEPH'S HOSPITAL","240063","MN","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","4.3333","","N/A","5","N/A","5","8","","3","","2","","01-JAN-14","31-DEC-15","4.1333","","No",""
"GRAND ITASCA CLINIC AND HOSPITAL","240064","MN","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.5000","","N/A","5","N/A","5","10","","N/A","5","1","","01-JAN-14","31-DEC-15","5.4250","","No",""
"LAKEVIEW MEMORIAL HOSPITAL","240066","MN","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.5000","","N/A","5","N/A","5","10","","N/A","5","1","","01-JAN-14","31-DEC-15","5.8750","","No",""
"OWATONNA HOSPITAL","240069","MN","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.5000","","N/A","5","N/A","5","9","","N/A","5","2","","01-JAN-14","31-DEC-15","5.4250","","No",""
"DISTRICT ONE HOSPITAL","240071","MN","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","2.0500","","No",""
"ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","240075","MN","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.5000","","N/A","5","9","","10","","1","","2","","01-JAN-14","31-DEC-15","6.0250","","No",""
"BUFFALO HOSPITAL","240076","MN","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.0000","","N/A","5","N/A","5","7","","N/A","5","3","","01-JAN-14","31-DEC-15","4.8500","","No",""
"FAIRVIEW SOUTHDALE HOSPITAL","240078","MN","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.8000","","4","","8","","3","","3","","6","","01-JAN-14","31-DEC-15","4.3800","","No",""
"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","240080","MN","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.8000","","4","","9","","8","","4","","9","","01-JAN-14","31-DEC-15","7.1300","","Yes",""
"ESSENTIA HEALTH VIRGINIA","240084","MN","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","2.0000","","N/A","5","1","","3","","N/A","5","2","","01-JAN-14","31-DEC-15","2.1500","","No",""
"RICE MEMORIAL HOSPITAL","240088","MN","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.3333","","N/A","5","N/A","5","10","","1","","8","","01-JAN-14","31-DEC-15","5.8333","","No",""
"MAYO CLINIC HEALTH SYSTEM - MANKATO","240093","MN","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","3.6000","","1","","1","","8","","1","","7","","01-JAN-14","31-DEC-15","4.1100","","No",""
"SANFORD BEMIDJI MEDICAL CENTER","240100","MN","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.2000","","10","","8","","9","","1","","8","","01-JAN-14","31-DEC-15","6.7200","","Yes",""
"ESSENTIA HEALTH ST MARYS - DETROIT LAKES","240101","MN","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.7500","","No",""
"ST FRANCIS REGIONAL MEDICAL CENTER","240104","MN","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.5000","","N/A","5","1","","8","","1","","8","","01-JAN-14","31-DEC-15","4.8750","","No",""
"REGIONS HOSPITAL","240106","MN","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.6000","","7","","9","","9","","3","","5","","01-JAN-14","31-DEC-15","6.9600","","Yes",""
"MERCY HOSPITAL","240115","MN","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.4000","","3","","9","","5","","3","","7","","01-JAN-14","31-DEC-15","4.7400","","No",""
"UNITY HOSPITAL","240132","MN","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.0000","","1","","8","","10","","2","","4","","01-JAN-14","31-DEC-15","5.0000","","No",""
"FAIRVIEW NORTHLAND REGIONAL HOSPITAL","240141","MN","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.0000","","N/A","5","N/A","5","6","","N/A","5","8","","01-JAN-14","31-DEC-15","6.5500","","No",""
"MAYO CLINIC HEALTH SYSTEM - FAIRMONT","240166","MN","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","9.5500","","Yes",""
