Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","Utica","NY","13503","ONEIDA","0.987666","0.829199","0.990921","1.019414","0 out of 10","0 out of 9","0 out of 10"
"330232","ST MARY'S HOSPITAL ( TROY )","1300 MASSACHUSETTS AVENUE","Troy","NY","12180","RENSSELAER","0.987666","0.829199","0.895762","0.945201","3 out of 10","0 out of 9","3 out of 10"
"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","Valhalla","NY","10595","WESTCHESTER","0.987666","0.829199","1.096067","1.095559","0 out of 10","0 out of 9","0 out of 10"
"320061","GALLUP INDIAN MEDICAL CENTER","516 E NIZHONI BLVD","Gallup","NM","87301","MCKINLEY","0.987666","0.829199","0.821413","0.785180","10 out of 10","9 out of 9","10 out of 10"
"320001","UNM HOSPITAL","2211 LOMAS BOULEVARD NE","Albuquerque","NM","87106","BERNALILLO","0.987666","0.829199","0.978092","1.019164","0 out of 10","0 out of 9","0 out of 10"
"300005","LAKES REGION GENERAL HOSPITAL","80 HIGHLAND ST","Laconia","NH","03246","BELKNAP","0.987666","0.829199","1.053859","1.021932","0 out of 10","1 out of 9","1 out of 10"
"300012","ELLIOT HOSPITAL","1 ELLIOT WAY","Manchester","NH","03103","HILLSBOROUGH","0.987666","0.829199","1.006916","1.014281","0 out of 10","0 out of 9","0 out of 10"
"310084","MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS","600 RIVER AVE","Lakewood","NJ","08701","OCEAN","0.987666","0.829199","1.121717","1.140075","0 out of 10","0 out of 9","0 out of 10"
"310003","PALISADES MEDICAL CENTER","7600 RIVER RD","North Bergen","NJ","07047","HUDSON","0.987666","0.829199","1.042044","1.032204","0 out of 10","0 out of 9","0 out of 10"
"310113","SOUTHERN OCEAN MEDICAL CENTER","1140 RT 72 W","Manahawkin","NJ","08052","OCEAN","0.987666","0.829199","1.036004","1.010784","0 out of 10","1 out of 9","1 out of 10"
"440150","TRISTAR SUMMIT MEDICAL CENTER","5655 FRIST BLVD","Hermitage","TN","37076","DAVIDSON","0.987666","0.829199","1.013127","1.010267","0 out of 10","0 out of 9","0 out of 10"
"440012","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","ONE MEDICAL PARK BLVD","Bristol","TN","37620","SULLIVAN","0.987666","0.829199","1.044137","1.009668","0 out of 10","1 out of 9","1 out of 10"
"440018","SYCAMORE SHOALS HOSPITAL","1501 WEST ELK AVENUE","Elizabethton","TN","37643","CARTER","0.987666","0.829199","1.076338","1.040305","0 out of 10","1 out of 9","1 out of 10"
"440061","TENNOVA HEALTHCARE-VOLUNTEER MARTIN","161 MOUNT PELIA RD","Martin","TN","38237","WEAKLEY","0.987666","0.829199","1.112744","1.139375","0 out of 10","0 out of 9","0 out of 10"
"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","Chattanooga","TN","37404","HAMILTON","0.987666","0.829199","1.009033","1.001884","0 out of 10","0 out of 9","0 out of 10"
"440039","VANDERBILT UNIVERSITY MEDICAL CENTER","1161 21ST AVENUE SOUTH","Nashville","TN","37232","DAVIDSON","0.987666","0.829199","0.977564","0.984798","1 out of 10","0 out of 9","1 out of 10"
"440091","MEMORIAL HEALTHCARE SYSTEM, INC","2525 DESALES AVE","Chattanooga","TN","37404","HAMILTON","0.987666","0.829199","0.969314","0.968663","2 out of 10","0 out of 9","2 out of 10"
"440058","SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER","185 HOSPITAL ROAD","Winchester","TN","37398","FRANKLIN","0.987666","0.829199","0.996158","0.936855","3 out of 10","3 out of 9","3 out of 10"
"440034","METHODIST MEDICAL CENTER OF OAK RIDGE","990 OAK RIDGE TURNPIKE BOX 529","Oak Ridge","TN","37830","ANDERSON","0.987666","0.829199","0.961358","0.942743","3 out of 10","1 out of 9","3 out of 10"
"440193","TENNOVA HEALTHCARE-LEBANON","1411 BADDOUR PARKWAY","Lebanon","TN","37087","WILSON","0.987666","0.829199","1.051406","1.056796","0 out of 10","0 out of 9","0 out of 10"
"450124","UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE","601 E 15TH STREET","Austin","TX","78701","TRAVIS","0.987666","0.829199","1.064368","1.120438","0 out of 10","0 out of 9","0 out of 10"
"450558","ABILENE REGIONAL MEDICAL CENTER","6250 HWY 83/84","Abilene","TX","79606","TAYLOR","0.987666","0.829199","1.004395","1.070855","0 out of 10","0 out of 9","0 out of 10"
"450669","MEDICAL CENTER OF LEWISVILLE","500 WEST MAIN STREET","Lewisville","TX","75057","DENTON","0.987666","0.829199","1.036705","1.056646","0 out of 10","0 out of 9","0 out of 10"
"450213","UNIVERSITY HEALTH SYSTEM","4502 MEDICAL DR","San Antonio","TX","78250","BEXAR","0.987666","0.829199","0.967764","1.018903","0 out of 10","0 out of 9","0 out of 10"
"450697","SOUTHWEST GENERAL HOSPITAL","7400 BARLITE BLVD","San Antonio","TX","78224","BEXAR","0.987666","0.829199","1.038884","1.058474","0 out of 10","0 out of 9","0 out of 10"
"450573","CHRISTUS JASPER MEMORIAL HOSPITAL","1275 MARVIN HANCOCK DRIVE","Jasper","TX","75951","JASPER","0.987666","0.829199","1.049551","1.061929","0 out of 10","0 out of 9","0 out of 10"
"450135","TEXAS HEALTH HARRIS METHODIST FORT WORTH","1301 PENNSYLVANIA AVENUE","Fort Worth","TX","76104","TARRANT","0.987666","0.829199","1.065528","1.079371","0 out of 10","0 out of 9","0 out of 10"
"450193","CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","6720 BERTNER","Houston","TX","77030","HARRIS","0.987666","0.829199","1.024858","1.011208","0 out of 10","0 out of 9","0 out of 10"
"450828","CHRISTUS SPOHN HOSPITAL ALICE","2500 E MAIN STREET","Alice","TX","78332","JIM WELLS","0.987666","0.829199","1.017929","1.088263","0 out of 10","0 out of 9","0 out of 10"
"450845","EL PASO SPECIALTY HOSPITAL","1755 CURIE SUITE A","El Paso","TX","79902","EL PASO","0.987666","0.829199","1.020405","0.890054","6 out of 10","6 out of 9","6 out of 10"
"450051","METHODIST DALLAS MEDICAL CENTER","1441 NORTH BECKLEY AVENUE","Dallas","TX","75203","DALLAS","0.987666","0.829199","1.004145","1.056131","0 out of 10","0 out of 9","0 out of 10"
"450058","BAPTIST MEDICAL CENTER","111 DALLAS STREET","San Antonio","TX","78205","BEXAR","0.987666","0.829199","1.034002","1.028289","0 out of 10","0 out of 9","0 out of 10"
"450079","BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD","Irving","TX","75061","DALLAS","0.987666","0.829199","1.055452","1.058473","0 out of 10","0 out of 9","0 out of 10"
"450083","EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET","Tyler","TX","75701","SMITH","0.987666","0.829199","1.066072","1.095486","0 out of 10","0 out of 9","0 out of 10"
"450128","KNAPP MEDICAL CENTER","1401 EAST EIGHT STREET","Weslaco","TX","78596","HIDALGO","0.987666","0.829199","0.959728","0.938583","3 out of 10","1 out of 9","3 out of 10"
"450192","HILL REGIONAL HOSPITAL","101 CIRCLE DRIVE","Hillsboro","TX","76645","HILL","0.987666","0.829199","0.929702","0.872646","7 out of 10","5 out of 9","7 out of 10"
"450330","OAKBEND MEDICAL CENTER","1705 JACKSON ST","Richmond","TX","77469","FORT BEND","0.987666","0.829199","1.126807","1.154282","0 out of 10","0 out of 9","0 out of 10"
"450422","BAYLOR MEDICAL CENTER AT UPTOWN","2727 EAST LEMMON AVENUE BUILDING I","Dallas","TX","75204","DALLAS","0.987666","0.829199","1.008065","0.973703","1 out of 10","1 out of 9","1 out of 10"
"450596","LAKE GRANBURY MEDICAL CENTER","1310 PALUXY RD","Granbury","TX","76048","HOOD","0.987666","0.829199","1.084059","1.053952","0 out of 10","1 out of 9","1 out of 10"
"450617","CLEAR LAKE REGIONAL MEDICAL CENTER","500 MEDICAL CENTER BLVD","Webster","TX","77598","HARRIS","0.987666","0.829199","1.102325","1.079655","0 out of 10","0 out of 9","0 out of 10"
"490032","MEDICAL COLLEGE OF VIRGINIA HOSPITALS","1250 EAST MARSHALL STREET - BOX 980510","Richmond","VA","23298","RICHMOND CITY","0.987666","0.829199","0.967651","1.003523","0 out of 10","0 out of 9","0 out of 10"
"490007","SENTARA NORFOLK GENERAL HOSPITAL","600 GRESHAM DR","Norfolk","VA","23507","NORFOLK CITY","0.987666","0.829199","0.979163","0.975440","1 out of 10","0 out of 9","1 out of 10"
"450237","CHRISTUS SANTA ROSA HOSPITAL","333 NORTH SANTA ROSA STEET","San Antonio","TX","78207","BEXAR","0.987666","0.829199","1.069076","1.071796","0 out of 10","0 out of 9","0 out of 10"
"450403","MEDICAL CENTER OF MCKINNEY","4500 MEDICAL CENTER DRIVE","Mckinney","TX","75069","COLLIN","0.987666","0.829199","1.127441","1.130059","0 out of 10","0 out of 9","0 out of 10"
"450661","ODESSA REGIONAL MEDICAL CENTER","520 E 6TH STREET","Odessa","TX","79761","ECTOR","0.987666","0.829199","1.027662","1.070869","0 out of 10","0 out of 9","0 out of 10"
"450743","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","3000 N I-35","Denton","TX","76201","DENTON","0.987666","0.829199","1.148767","1.100712","0 out of 10","1 out of 9","1 out of 10"
"490021","CENTRA  HEALTH, INC","1901 TATE SPRINGS ROAD","Lynchburg","VA","24501","LYNCHBURG CITY","0.987666","0.829199","0.951540","0.938812","3 out of 10","1 out of 9","3 out of 10"
"490107","RESTON HOSPITAL CENTER","1850 TOWN CENTER PARKWAY","Reston","VA","20190","FAIRFAX","0.987666","0.829199","0.970626","0.966407","2 out of 10","0 out of 9","2 out of 10"
"490094","BON SECOURS RICHMOND COMMUNITY HOSPITAL","1500 N. 28TH STREET","Richmond","VA","23223","RICHMOND CITY","0.987666","0.829199","0.921943","0.911325","5 out of 10","1 out of 9","5 out of 10"
"490011","BON SECOURS DEPAUL MEDICAL CENTER","150 KINGSLEY LANE","Norfolk","VA","23505","NORFOLK CITY","0.987666","0.829199","1.041818","0.981636","1 out of 10","2 out of 9","2 out of 10"
"490063","INOVA FAIRFAX HOSPITAL","3300 GALLOWS ROAD","Falls Church","VA","22042","FAIRFAX","0.987666","0.829199","0.996318","0.982588","1 out of 10","0 out of 9","1 out of 10"
"520116","WATERTOWN REGIONAL MEDICAL CENTER","125 HOSPITAL DRIVE","Watertown","WI","53098","DODGE","0.987666","0.829199","0.969625","0.924292","4 out of 10","3 out of 9","4 out of 10"
"460006","LDS HOSPITAL","8TH AVENUE AND C STREET","Salt Lake City","UT","84143","SALT LAKE","0.987666","0.829199","0.965685","0.913194","5 out of 10","3 out of 9","5 out of 10"
"460014","MOUNTAIN WEST MEDICAL CENTER","2055 NORTH MAIN STREET","Tooele","UT","84074","TOOELE","0.987666","0.829199","0.971134","0.990813","0 out of 10","0 out of 9","0 out of 10"
"470003","UNIVERSITY OF VERMONT MEDICAL CENTER","111 COLCHESTER AVE","Burlington","VT","05401","CHITTENDEN","0.987666","0.829199","0.997640","1.003540","0 out of 10","0 out of 9","0 out of 10"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","Glen Dale","WV","26038","MARSHALL","0.987666","0.829199","1.009060","0.991718","0 out of 10","0 out of 9","0 out of 10"
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","Point Pleasant","WV","25550","MASON","0.987666","0.829199","0.951341","0.921064","4 out of 10","2 out of 9","4 out of 10"
"510070","RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD","Beckley","WV","25801","RALEIGH","0.987666","0.829199","0.964594","0.998024","0 out of 10","0 out of 9","0 out of 10"
"530025","IVINSON MEMORIAL HOSPITAL","255 N 30TH","Laramie","WY","82072","ALBANY","0.987666","0.829199","0.880481","0.868103","7 out of 10","2 out of 9","7 out of 10"
"530008","SAGEWEST HEALTH CARE","2100 W SUNSET DR","Riverton","WY","82501","FREMONT","0.987666","0.829199","0.902649","0.876377","7 out of 10","3 out of 9","7 out of 10"
"490084","RIVERSIDE TAPPAHANNOCK HOSPITAL","618 HOSPITAL ROAD","Tappahannock","VA","22560","ESSEX","0.987666","0.829199","0.898205","0.894680","6 out of 10","0 out of 9","6 out of 10"
"500060","CASCADE VALLEY HOSPITAL","330 S STILLAGUAMISH AVE","Arlington","WA","98223","SNOHOMISH","0.987666","0.829199","0.931179","0.929807","4 out of 10","0 out of 9","4 out of 10"
"500079","MULTICARE GOOD SAMARITAN HOSPITAL","401 15TH AVENUE SE","Auburn","WA","98001","PIERCE","0.987666","0.829199","0.935428","0.921826","4 out of 10","1 out of 9","4 out of 10"
"500041","PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET","Longview","WA","98632","COWLITZ","0.987666","0.829199","0.907754","0.858688","8 out of 10","6 out of 9","8 out of 10"
"500021","ST CLARE HOSPITAL","11315 BRIDGEPORT WAY S W","Lakewood","WA","98499","PIERCE","0.987666","0.829199","0.932525","0.914181","5 out of 10","1 out of 9","5 out of 10"
"500008","UNIVERSITY OF WASHINGTON MEDICAL CTR","1959 NE PACIFIC ST  BOX 356151","Seattle","WA","98195","KING","0.987666","0.829199","0.975240","1.005668","0 out of 10","0 out of 9","0 out of 10"
"190044","ACADIA GENERAL HOSPITAL","1305 CROWLEY RAYNE HIGHWAY","Crowley","LA","70526","ACADIA","0.987666","0.829199","1.032242","1.013912","0 out of 10","0 out of 9","0 out of 10"
"190114","CLAIBORNE MEMORIAL MEDICAL CENTER","620 EAST COLLEGE STREET","Homer","LA","71040","CLAIBORNE","0.987666","0.829199","1.283271","1.215115","0 out of 10","1 out of 9","1 out of 10"
"190160","GLENWOOD REGIONAL MEDICAL CENTER","503 MCMILLAN ROAD","West Monroe","LA","71291","OUACHITA","0.987666","0.829199","1.078275","1.052080","0 out of 10","1 out of 9","1 out of 10"
"190011","UNIVERSITY HEALTH CONWAY","4864 JACKSON STREET","Monroe","LA","71202","OUACHITA","0.987666","0.829199","0.928855","1.058243","0 out of 10","0 out of 9","0 out of 10"
"190208","EAST CARROLL PARISH HOSPITAL","336 NORTH HOOD STREET","Lake Providence","LA","71254","EAST CARROLL","0.987666","0.829199","0.953986","0.870736","7 out of 10","6 out of 9","7 out of 10"
"190177","LAKEVIEW REGIONAL MEDICAL CENTER","95 JUDGE TANNER BOULEVARD","Covington","LA","70433","ST. TAMMANY","0.987666","0.829199","1.046061","1.016729","0 out of 10","1 out of 9","1 out of 10"
"190201","LAKE AREA MEDICAL CENTER","4200 NELSON ROAD","Lake Charles","LA","70605","CALCASIEU","0.987666","0.829199","0.914987","0.943222","3 out of 10","0 out of 9","3 out of 10"
"190079","ST CHARLES PARISH HOSPITAL","1057 PAUL MAILLARD ROAD","Luling","LA","70070","ST. CHARLES","0.987666","0.829199","1.009664","0.962644","2 out of 10","2 out of 9","2 out of 10"
"180001","ST ELIZABETH FT THOMAS","85 NORTH GRAND AVENUE","Fort Thomas","KY","41075","CAMPBELL","0.987666","0.829199","0.952749","0.992553","0 out of 10","0 out of 9","0 out of 10"
"180069","TUG VALLEY ARH REGIONAL MEDICAL CENTER","260 HOSPITAL DRIVE","South Williamson","KY","41503","PIKE","0.987666","0.829199","0.940466","0.860189","8 out of 10","7 out of 9","8 out of 10"
"180040","JEWISH HOSPITAL & ST MARY'S HEALTHCARE","200 ABRAHAM FLEXNER WAY","Louisville","KY","40202","JEFFERSON","0.987666","0.829199","0.987844","0.981992","1 out of 10","0 out of 9","1 out of 10"
"180139","KENTUCKY RIVER MEDICAL CENTER","540 JETT DRIVE","Jackson","KY","41339","BREATHITT","0.987666","0.829199","0.919808","0.953543","2 out of 10","0 out of 9","2 out of 10"
"180011","SAINT JOSEPH LONDON","1001 SAINT JOSEPH LANE","London","KY","40741","LAUREL","0.987666","0.829199","0.923197","0.917937","4 out of 10","0 out of 9","4 out of 10"
"180038","OWENSBORO HEALTH REGIONAL HOSPITAL","1201 PLEASANT VALLEY ROAD","Owensboro","KY","42304","DAVIESS","0.987666","0.829199","0.954357","0.998646","0 out of 10","0 out of 9","0 out of 10"
"180115","ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT","145 NEWCOMB AVENUE","Mount Vernon","KY","40456","ROCKCASTLE","0.987666","0.829199","1.076186","0.945534","3 out of 10","5 out of 9","5 out of 10"
"180105","MONROE COUNTY MEDICAL CENTER","529 CAPP HARLAN ROAD","Tompkinsville","KY","42167","MONROE","0.987666","0.829199","0.869598","0.909537","5 out of 10","0 out of 9","5 out of 10"
"170058","MERCY HOSPITAL-FORT SCOTT","401 WOODLAND HILLS BLVD","Fort Scott","KS","66701","BOURBON","0.987666","0.829199","0.874853","0.957285","2 out of 10","0 out of 9","2 out of 10"
"170040","UNIVERSITY OF KANSAS HOSPITAL","3901 RAINBOW BLVD","Kansas City","KS","66103","WYANDOTTE","0.987666","0.829199","0.978245","1.000076","0 out of 10","0 out of 9","0 out of 10"
"170185","SAINT LUKE'S SOUTH HOSPITAL","12300 METCALF AVENUE","Overland Park","KS","66213","JOHNSON","0.987666","0.829199","0.988664","0.978903","1 out of 10","0 out of 9","1 out of 10"
"170188","KANSAS CITY ORTHOPAEDIC INSTITUTE","3651 COLLEGE BLVD","Leawood","KS","66211","JOHNSON","0.987666","0.829199","0.906184","0.923197","4 out of 10","0 out of 9","4 out of 10"
"170190","MANHATTAN SURGICAL HOSPITAL LLC","1829 COLLEGE AVENUE","Manhattan","KS","66502","RILEY","0.987666","0.829199","0.925070","0.891065","6 out of 10","3 out of 9","6 out of 10"
"170009","SAINT JOHN HOSPITAL","3500 SOUTH 4TH STREET","Leavenworth","KS","66048","LEAVENWORTH","0.987666","0.829199","0.974140","0.918191","4 out of 10","3 out of 9","4 out of 10"
"170175","WESTERN PLAINS MEDICAL COMPLEX","3001 AVENUE A","Dodge City","KS","67801","FORD","0.987666","0.829199","0.964686","0.894986","6 out of 10","5 out of 9","6 out of 10"
"170105","MCPHERSON HOSPITAL INC","1000 HOSPITAL DRIVE","Mcpherson","KS","67460","MC PHERSON","0.987666","0.829199","0.893657","0.862377","8 out of 10","4 out of 9","8 out of 10"
"170103","NEWTON MEDICAL CENTER","600 MEDICAL CENTER DRIVE","Newton","KS","67114","HARVEY","0.987666","0.829199","0.935873","0.924315","4 out of 10","1 out of 9","4 out of 10"
"170133","SAINT LUKE'S CUSHING HOSPITAL","711 MARSHALL STREET","Leavenworth","KS","66048","LEAVENWORTH","0.987666","0.829199","0.969336","0.910555","5 out of 10","4 out of 9","5 out of 10"
"170137","LAWRENCE MEMORIAL HOSPITAL","325 MAINE STREET","Lawrence","KS","66044","DOUGLAS","0.987666","0.829199","0.933119","0.913095","5 out of 10","1 out of 9","5 out of 10"
"160033","GENESIS MEDICAL CENTER-DAVENPORT","1227 EAST RUSHOLME STREET","Davenport","IA","52803","SCOTT","0.987666","0.829199","0.969775","0.987056","1 out of 10","0 out of 9","1 out of 10"
"160146","ST LUKES REGIONAL MEDICAL CENTER","2720 STONE PARK BOULEVARD","Sioux City","IA","51104","WOODBURY","0.987666","0.829199","0.911497","0.934370","4 out of 10","0 out of 9","4 out of 10"
"150007","COMMUNITY HOWARD REGIONAL HEALTH INC","3500 S LAFOUNTAIN ST","Kokomo","IN","46902","HOWARD","0.987666","0.829199","1.083918","1.023443","0 out of 10","2 out of 9","2 out of 10"
"150018","ELKHART GENERAL HOSPITAL","600 E BLVD","Elkhart","IN","46514","ELKHART","0.987666","0.829199","0.994398","0.944333","3 out of 10","3 out of 9","3 out of 10"
"150034","ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","Hobart","IN","46342","LAKE","0.987666","0.829199","1.007645","1.004333","0 out of 10","0 out of 9","0 out of 10"
"150125","COMMUNITY HOSPITAL","901 MACARTHUR BLVD","Munster","IN","46321","LAKE","0.987666","0.829199","1.049783","1.075240","0 out of 10","0 out of 9","0 out of 10"
"150090","FRANCISCAN HEALTH DYER","24 JOLIET ST","Dyer","IN","46311","LAKE","0.987666","0.829199","1.071560","0.997605","0 out of 10","3 out of 9","3 out of 10"
"150074","COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","Indianapolis","IN","46219","MARION","0.987666","0.829199","1.001101","1.000461","0 out of 10","0 out of 9","0 out of 10"
"150010","ST VINCENT KOKOMO","1907 W SYCAMORE ST","Kokomo","IN","46904","HOWARD","0.987666","0.829199","1.077653","1.076824","0 out of 10","0 out of 9","0 out of 10"
"150005","HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","Danville","IN","46122","HENDRICKS","0.987666","0.829199","0.977848","0.988719","0 out of 10","0 out of 9","0 out of 10"
"150061","DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","Washington","IN","47501","DAVIESS","0.987666","0.829199","1.187818","1.186102","0 out of 10","0 out of 9","0 out of 10"
"150026","IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","Goshen","IN","46526","ELKHART","0.987666","0.829199","1.017258","0.972241","1 out of 10","2 out of 9","2 out of 10"
"150017","LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","Fort Wayne","IN","46804","ALLEN","0.987666","0.829199","1.025208","1.070295","0 out of 10","0 out of 9","0 out of 10"
"140189","SARAH BUSH LINCOLN HEALTH CENTER","1000 HEALTH CENTER DRIVE P O BOX 372","Mattoon","IL","61938","COLES","0.987666","0.829199","0.961511","0.942800","3 out of 10","1 out of 9","3 out of 10"
"140240","WESTLAKE COMMUNITY HOSPITAL","1225 LAKE ST","Melrose Park","IL","60160","COOK","0.987666","0.829199","1.073914","1.089861","0 out of 10","0 out of 9","0 out of 10"
"140008","LOYOLA GOTTLIEB MEMORIAL HOSPITAL","701 WEST NORTH AVE","Melrose Park","IL","60160","COOK","0.987666","0.829199","1.020965","1.072722","0 out of 10","0 out of 9","0 out of 10"
"140043","CGH MEDICAL CENTER","100 EAST LEFEVRE ROAD","Sterling","IL","61081","WHITESIDE","0.987666","0.829199","0.928029","0.958621","2 out of 10","0 out of 9","2 out of 10"
"140040","GALESBURG COTTAGE HOSPITAL","695 N KELLOGG ST","Galesburg","IL","61401","KNOX","0.987666","0.829199","1.014579","1.011194","0 out of 10","0 out of 9","0 out of 10"
"140184","HEARTLAND REGIONAL MEDICAL CENTER","3333 W DE YOUNG","Marion","IL","62959","WILLIAMSON","0.987666","0.829199","1.005703","0.965163","2 out of 10","2 out of 9","2 out of 10"
"140166","ST MARYS HOSPITAL","1800 E LAKE SHORE DR","Decatur","IL","62521","MACON","0.987666","0.829199","0.936407","0.962918","2 out of 10","0 out of 9","2 out of 10"
"140231","EDWARD HOSPITAL","801 SOUTH WASHINGTON","Naperville","IL","60540","DU PAGE","0.987666","0.829199","1.050913","1.012853","0 out of 10","1 out of 9","1 out of 10"
"140125","GATEWAY REGIONAL MEDICAL CENTER","2100 MADISON AVENUE","Granite City","IL","62040","MADISON","0.987666","0.829199","0.960543","0.997288","0 out of 10","0 out of 9","0 out of 10"
"140187","ST ELIZABETH HOSPITAL","211 S THIRD ST","Belleville","IL","62222","ST. CLAIR","0.987666","0.829199","0.940133","0.991878","0 out of 10","0 out of 9","0 out of 10"
"140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","4201 MEDICAL CENTER DRIVE","Huntley","IL","60142","MCHENRY","0.987666","0.829199","1.029695","1.031771","0 out of 10","0 out of 9","0 out of 10"
"140122","ADVENTIST HINSDALE HOSPITAL","120 NORTH OAK ST","Hinsdale","IL","60521","DU PAGE","0.987666","0.829199","1.043987","1.073960","0 out of 10","0 out of 9","0 out of 10"
"140058","PASSAVANT AREA HOSPITAL","1600 W WALNUT ST","Jacksonville","IL","62650","MORGAN","0.987666","0.829199","0.929458","0.934191","4 out of 10","0 out of 9","4 out of 10"
"140210","HARRISBURG MEDICAL CENTER","100 DOCTOR WARREN TUTTLE DR","Harrisburg","IL","62946","SALINE","0.987666","0.829199","0.927806","0.895958","6 out of 10","3 out of 9","6 out of 10"
"120019","KONA COMMUNITY HOSPITAL","79-1019 HAUKAPILA STREET","Kealakekua","HI","96750","HAWAII","0.987666","0.829199","0.847093","0.872702","7 out of 10","0 out of 9","7 out of 10"
"120001","THE QUEENS MEDICAL CENTER","1301 PUNCHBOWL ST","Honolulu","HI","96813","HONOLULU","0.987666","0.829199","0.878634","0.907327","5 out of 10","0 out of 9","5 out of 10"
"120004","WAHIAWA GENERAL HOSPITAL","128 LEHUA STREET","Wahiawa","HI","96786","HONOLULU","0.987666","0.829199","0.913489","0.838857","9 out of 10","8 out of 9","9 out of 10"
"130063","TREASURE VALLEY HOSPITAL","8800 WEST EMERALD STREET","Boise","ID","83704","ADA","0.987666","0.829199","0.866330","0.838797","9 out of 10","7 out of 9","9 out of 10"
"130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WAY","Idaho Falls","ID","83404","BONNEVILLE","0.987666","0.829199","0.964788","1.008708","0 out of 10","0 out of 9","0 out of 10"
"140091","THE CARLE FOUNDATION HOSPITAL","611 WEST PARK STREET","Urbana","IL","61801","CHAMPAIGN","0.987666","0.829199","0.985184","1.003039","0 out of 10","0 out of 9","0 out of 10"
"140124","JOHN H STROGER JR HOSPITAL","1901 W HARRISON ST","Chicago","IL","60612","COOK","0.987666","0.829199","0.862312","0.819622","10 out of 10","9 out of 9","10 out of 10"
"140289","ANDERSON HOSPITAL","6800 STATE ROUTE 162","Maryville","IL","62062","MADISON","0.987666","0.829199","0.962391","0.967459","2 out of 10","0 out of 9","2 out of 10"
"110104","CRISP REGIONAL HOSPITAL","902 7TH STREET NORTH","Cordele","GA","31015","CRISP","0.987666","0.829199","0.846974","0.835169","9 out of 10","6 out of 9","9 out of 10"
"110024","CANDLER HOSPITAL","5353 REYNOLDS STREET","Savannah","GA","31405","CHATHAM","0.987666","0.829199","1.025944","1.049994","0 out of 10","0 out of 9","0 out of 10"
"110011","TANNER MEDICAL CENTER - CARROLLTON","705 DIXIE STREET","Carrollton","GA","30117","CARROLL","0.987666","0.829199","1.004578","1.021219","0 out of 10","0 out of 9","0 out of 10"
"110087","GWINNETT MEDICAL CENTER","1000 MEDICAL CENTER BOULEVARD","Lawrenceville","GA","30045","GWINNETT","0.987666","0.829199","0.967940","0.977383","1 out of 10","0 out of 9","1 out of 10"
"110095","TIFT REGIONAL MEDICAL CENTER","901 E 18TH STREET","Tifton","GA","31794","TIFT","0.987666","0.829199","0.892235","0.919543","4 out of 10","0 out of 9","4 out of 10"
"110083","PIEDMONT HOSPITAL","1968 PEACHTREE RD NW","Atlanta","GA","30309","FULTON","0.987666","0.829199","0.966940","0.948919","3 out of 10","1 out of 9","3 out of 10"
"110030","CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","Cartersville","GA","30120","BARTOW","0.987666","0.829199","0.951275","0.957000","2 out of 10","0 out of 9","2 out of 10"
"110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","915 GORDON AVENUE & MIMOSA DRIVE","Thomasville","GA","31792","THOMAS","0.987666","0.829199","0.987274","0.995163","0 out of 10","0 out of 9","0 out of 10"
"110046","CLEARVIEW  REGIONAL MEDICAL CENTER","2151 WEST SPRING STREET","Monroe","GA","30655","WALTON","0.987666","0.829199","0.979678","0.979690","1 out of 10","0 out of 9","1 out of 10"
"110045","BARROW REGIONAL MEDICAL CENTER","316 NORTH BROAD STREET","Winder","GA","30680","BARROW","0.987666","0.829199","0.903199","0.942267","3 out of 10","0 out of 9","3 out of 10"
