Provider_ID,Hospital_Name,Measure_ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Respiratory,Other,Footnote,Start_Date,End_Date
"281333","ROCK COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281334","BOONE COUNTY HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281335","CALLAWAY DISTRICT HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281336","YORK GENERAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281338","HOWARD COUNTY MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281339","MEMORIAL HEALTH CARE SYSTEMS","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281340","DUNDY COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281341","CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281342","CHI HEALTH ST. MARY'S","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281343","WEST HOLT MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281344","CHERRY COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281345","PROVIDENCE MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281346","CHI HEALTH PLAINVIEW","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281347","OSMOND GENERAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281348","TRI VALLEY HEALTH SYSTEM","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281349","PENDER COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281350","JOHNSON COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281351","CHASE COUNTY COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281352","COMMUNITY MEDICAL CENTER, INC.","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281353","VALLEY COUNTY HEALTH SYSTEM","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281354","CRETE AREA MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281355","OGALLALA COMMUNITY HOSPITAL","OP-26","122","58","78","25","5","34","86","1","102","","01/01/2015","12/31/2015"
"281356","PERKINS COUNTY HEALTH SERVICES","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281357","SIDNEY REGIONAL MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281358","GORDON MEMORIAL HOSPITAL DISTRICT","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281359","MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281360","BOX BUTTE GENERAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281361","LEXINGTON REGIONAL HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281362","PHELPS MEMORIAL HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281363","COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281364","BEATRICE COMM HOSPITAL & HLTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"281365","JENNIE M MELHAM MEMORIAL MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"290001","RENOWN REGIONAL MEDICAL CENTER","OP-26","1302","404","163","574","1373","491","808","249","324","","01/01/2015","12/31/2015"
"290003","SUNRISE HOSPITAL AND MEDICAL CENTER","OP-26","1561","6","99","754","3290","601","1296","48","174","","01/01/2015","12/31/2015"
"290005","NORTH VISTA HOSPITAL","OP-26","249","0","37","441","1187","4","49","1","0","","01/01/2015","12/31/2015"
"290006","BANNER CHURCHILL COMMUNITY HOSPITAL","OP-26","348","0","15","17","0","1","41","3","5","","01/01/2015","12/31/2015"
"290007","UNIVERSITY MEDICAL CENTER","OP-26","3069","0","187","402","151","147","453","64","16","","01/01/2015","12/31/2015"
"290008","NORTHEASTERN NEVADA REGIONAL HOSPITAL","OP-26","801","199","480","416","33","58","172","2","4","","01/01/2015","12/31/2015"
"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","OP-26","1264","0","84","408","1634","346","1105","206","273","","01/01/2015","12/31/2015"
"290012","ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS","OP-26","690","0","21","232","38","4","175","38","16","","01/01/2015","12/31/2015"
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","OP-26","675","0","4612","2867","4083","397","657","397","101","","01/01/2015","12/31/2015"
"290021","VALLEY HOSPITAL MEDICAL CENTER","OP-26","960","0","51","269","247","123","413","88","102","","01/01/2015","12/31/2015"
"290022","DESERT SPRINGS HOSPITAL","OP-26","2829","0","16","154","72","74","856","11","27","","01/01/2015","12/31/2015"
"290032","NORTHERN NEVADA MEDICAL CENTER","OP-26","462","2","59","133","27","4","276","1","6","","01/01/2015","12/31/2015"
"290039","MOUNTAINVIEW HOSPITAL","OP-26","2960","0","63","236","266","450","1379","110","143","","01/01/2015","12/31/2015"
"290041","SUMMERLIN HOSPITAL MEDICAL CENTER","OP-26","1579","14","68","103","115","962","877","7","88","","01/01/2015","12/31/2015"
"290045","ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS","OP-26","2328","0","43","521","58","323","1128","83","72","","01/01/2015","12/31/2015"
"290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","OP-26","709","0","22","185","132","414","373","11","98","","01/01/2015","12/31/2015"
"290047","SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","OP-26","2567","0","84","674","51","534","286","64","30","","01/01/2015","12/31/2015"
"290049","RENOWN SOUTH MEADOWS MEDICAL CENTER","OP-26","566","845","1568","1025","43","43","5","76","1","","01/01/2015","12/31/2015"
"290053","ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS","OP-26","905","0","64","151","181","215","346","23","130","","01/01/2015","12/31/2015"
"290054","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","OP-26","1100","0","11","341","44","225","238","4","20","","01/01/2015","12/31/2015"
"291300","MOUNT GRANT GENERAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"291301","INCLINE VILLAGE HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"291302","WILLIAM BEE RIRIE HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"291303","BATTLE MOUNTAIN GENERAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"291304","PERSHING GENERAL HOSPITAL","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2015","12/31/2015"
"291306","CARSON VALLEY MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"291307","MESA VIEW REGIONAL HOSPITAL","OP-26","351","34","5","130","10","13","1","1","55","","01/01/2015","12/31/2015"
"291308","HUMBOLDT GENERAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"291309","BOULDER CITY HOSPITAL","OP-26","6","0","0","4","0","0","0","0","0","","01/01/2015","12/31/2015"
"291311","DESERT VIEW REGIONAL MEDICAL CENTER","OP-26","385","114","0","217","169","0","0","0","8","","01/01/2015","12/31/2015"
"291312","GROVER C DILS MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"300001","CONCORD HOSPITAL","OP-26","1400","1","62","128","126","552","78","133","170","","01/01/2015","12/31/2015"
"300003","MARY HITCHCOCK MEMORIAL HOSPITAL","OP-26","10695","3411","3103","8026","24912","4469","2482","3299","1902","","01/01/2015","12/31/2015"
"300005","LAKES REGION GENERAL HOSPITAL","OP-26","2500","65","80","185","136","342","61","46","71","","01/01/2015","12/31/2015"
"300011","ST JOSEPH HOSPITAL","OP-26","5755","25","246","711","699","220","2992","47","125","","01/01/2015","12/31/2015"
"300012","ELLIOT HOSPITAL","OP-26","14036","277","9386","6518","5276","531","613","325","295","","01/01/2015","12/31/2015"
"300014","FRISBIE MEMORIAL HOSPITAL","OP-26","3467","491","114","624","373","368","212","63","25","","01/01/2015","12/31/2015"
"300017","PARKLAND MEDICAL CENTER","OP-26","3179","0","544","452","1262","1675","1103","44","69","","01/01/2015","12/31/2015"
"300018","WENTWORTH-DOUGLASS HOSPITAL","OP-26","5334","522","4550","745","145","383","150","37","82","","01/01/2015","12/31/2015"
"300019","CHESHIRE MEDICAL CENTER","OP-26","4695","731","136","350","31","195","91","7","40","","01/01/2015","12/31/2015"
"300020","SOUTHERN NH MEDICAL CENTER","OP-26","5430","38","62","699","467","615","510","49","87","","01/01/2015","12/31/2015"
"300023","EXETER HOSPITAL INC","OP-26","6107","286","1693","1808","428","297","541","69","122","","01/01/2015","12/31/2015"
"300029","PORTSMOUTH REGIONAL HOSPITAL","OP-26","3797","0","251","469","2723","334","2274","85","38","","01/01/2015","12/31/2015"
"300034","CATHOLIC MEDICAL CENTER","OP-26","2264","0","418","274","339","440","2391","103","266","","01/01/2015","12/31/2015"
"301300","UPPER CONNECTICUT VALLEY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"301303","WEEKS MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"301304","NEW LONDON HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"301306","FRANKLIN REGIONAL HOSPITAL","OP-26","406","42","52","33","10","45","1","1","2","","01/01/2015","12/31/2015"
"301308","VALLEY REGIONAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"301309","MONADNOCK COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"301311","SPEARE MEMORIAL HOSPITAL","OP-26","1244","50","26","72","19","26","7","0","6","","01/01/2015","12/31/2015"
"301312","HUGGINS HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"310001","HACKENSACK UNIVERSITY MEDICAL CENTER","OP-26","5080","321","2663","4647","2541","1475","7482","348","239","","01/01/2015","12/31/2015"
"310002","NEWARK BETH ISRAEL MEDICAL CENTER","OP-26","2737","0","355","910","3997","548","2511","106","128","","01/01/2015","12/31/2015"
"310003","HACKENSACKUMC PALISADES","OP-26","1325","116","390","219","31","256","17","5","44","","01/01/2015","12/31/2015"
"310005","HUNTERDON MEDICAL CENTER","OP-26","3633","54","597","437","109","415","477","109","1435","","01/01/2015","12/31/2015"
"310006","ST MARY'S GENERAL HOSPITAL","OP-26","10","0","0","117","1447","0","487","43","0","","01/01/2015","12/31/2015"
"310008","HOLY NAME MEDICAL CENTER","OP-26","3621","949","1059","713","781","773","1183","103","620","","01/01/2015","12/31/2015"
"310009","CLARA MAASS MEDICAL CENTER","OP-26","3738","788","316","1980","4034","874","636","35","33","","01/01/2015","12/31/2015"
"310010","UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO","OP-26","5473","65","2212","1018","1236","6026","617","198","220","","01/01/2015","12/31/2015"
"310011","CAPE REGIONAL MEDICAL CENTER INC","OP-26","3127","0","1380","712","702","394","230","59","50","","01/01/2015","12/31/2015"
"310012","VALLEY HOSPITAL","OP-26","7321","1057","3332","856","877","1302","1178","180","140","","01/01/2015","12/31/2015"
"310014","COOPER UNIVERSITY HOSPITAL","OP-26","19074","119","7695","1634","1399","1801","2029","1112","542","","01/01/2015","12/31/2015"
"310015","MORRISTOWN MEDICAL CENTER","OP-26","5704","6","1926","2608","4345","1213","11156","304","396","","01/01/2015","12/31/2015"
"310016","CAREPOINT HEALTH-CHRIST HOSPITAL","OP-26","2370","331","65","147","126","216","608","31","12","","01/01/2015","12/31/2015"
"310017","CHILTON MEDICAL CENTER","OP-26","1467","150","675","245","272","258","38","23","51","","01/01/2015","12/31/2015"
"310019","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","OP-26","3718","459","675","592","128","574","265","38","42","","01/01/2015","12/31/2015"
"310021","SAINT FRANCIS MEDICAL CENTER","OP-26","1858","223","316","244","699","48","1119","25","10","","01/01/2015","12/31/2015"
"310022","VIRTUA WEST JERSEY HOSPITALS","OP-26","2508","0","402","169","446","906","670","346","128","","01/01/2015","12/31/2015"
"310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","OP-26","534","259","723","376","46","289","379","13","61","","01/01/2015","12/31/2015"
"310025","BAYONNE MEDICAL CENTER","OP-26","2383","1","3","250","8","256","141","0","505","","01/01/2015","12/31/2015"
"310027","TRINITAS REGIONAL MEDICAL CENTER","OP-26","4220","217","690","841","2138","237","978","61","116","","01/01/2015","12/31/2015"
"310028","NEWTON MEDICAL CENTER","OP-26","1272","0","98","646","2854","202","154","52","57","","01/01/2015","12/31/2015"
"310029","OUR LADY OF LOURDES MEDICAL CENTER","OP-26","2163","185","35","168","625","201","3105","97","15","","01/01/2015","12/31/2015"
"310031","DEBORAH HEART AND LUNG CENTER","OP-26","0","0","0","0","0","0","156","230","0","","01/01/2015","12/31/2015"
"310032","INSPIRA MEDICAL CENTER VINELAND","OP-26","4076","0","726","595","272","703","257","132","69","","01/01/2015","12/31/2015"
"310034","RIVERVIEW MEDICAL CENTER","OP-26","2720","599","1627","248","290","689","378","125","115","","01/01/2015","12/31/2015"
"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","OP-26","3091","39","51","320","665","603","952","0","1568","","01/01/2015","12/31/2015"
"310039","RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION","OP-26","32","0","0","20","152","28","2027","0","11","","01/01/2015","12/31/2015"
"310040","HOBOKEN UNIVERSITY MEDICAL CENTER","OP-26","1327","59","338","1342","414","129","421","32","15","","01/01/2015","12/31/2015"
"310041","COMMUNITY MEDICAL CENTER","OP-26","2607","56","56","1494","6209","643","2773","197","193","","01/01/2015","12/31/2015"
"310044","CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","OP-26","3944","594","582","372","2319","773","1065","44","207","","01/01/2015","12/31/2015"
"310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","OP-26","3965","863","571","551","3144","790","1905","101","20","","01/01/2015","12/31/2015"
"310047","SHORE MEDICAL CENTER","OP-26","1349","78","148","721","1260","221","1428","358","114","","01/01/2015","12/31/2015"
"310048","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET","OP-26","2165","948","85","102","1393","528","956","0","0","","01/01/2015","12/31/2015"
"310050","SAINT CLARE'S HOSPITAL","OP-26","1291","447","119","338","138","865","117","6","42","","01/01/2015","12/31/2015"
"310051","OVERLOOK MEDICAL CENTER","OP-26","5734","349","1130","1844","6948","942","659","219","412","","01/01/2015","12/31/2015"
"310052","OCEAN MEDICAL CENTER","OP-26","2005","35","343","291","273","302","795","158","57","","01/01/2015","12/31/2015"
"310054","HACKENSACKUMC MOUNTAINSIDE","OP-26","77","0","858","1083","2566","1","556","40","0","","01/01/2015","12/31/2015"
"310057","VIRTUA MEMORIAL","OP-26","1567","0","559","115","253","331","402","98","32","","01/01/2015","12/31/2015"
"310058","BERGEN REGIONAL MEDICAL CENTER","OP-26","1020","35","48","35","30","7","33","0","0","","01/01/2015","12/31/2015"
"310060","ST. LUKE'S WARREN HOSPITAL","OP-26","2813","1026","1211","788","802","388","478","17","11","","01/01/2015","12/31/2015"
"310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","OP-26","2100","0","239","617","1669","342","438","34","6","","01/01/2015","12/31/2015"
"310064","ATLANTICARE REGIONAL MEDICAL CENTER","OP-26","1363","0","28","347","289","277","1773","72","19","","01/01/2015","12/31/2015"
"310069","INSPIRA MEDICAL CENTER ELMER","OP-26","640","64","299","360","18","127","24","3","7","","01/01/2015","12/31/2015"
"310070","SAINT PETER'S UNIVERSITY HOSPITAL","OP-26","189","0","2","1145","4913","29","799","204","49","","01/01/2015","12/31/2015"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","OP-26","2283","88","58","124","255","417","277","157","66","","01/01/2015","12/31/2015"
"310074","JERSEY CITY MEDICAL CENTER","OP-26","2805","84","1141","606","760","311","892","57","40","","01/01/2015","12/31/2015"
"310075","MONMOUTH MEDICAL CENTER","OP-26","2503","0","1704","517","1162","666","1246","237","212","","01/01/2015","12/31/2015"
"310076","SAINT BARNABAS MEDICAL CENTER","OP-26","2429","177","62","639","3479","1340","2484","120","111","","01/01/2015","12/31/2015"
"310081","INSPIRA MEDICAL CENTER WOODBURY","OP-26","397","0","137","69","40","130","89","22","5","","01/01/2015","12/31/2015"
"310083","EAST ORANGE GENERAL HOSPITAL","OP-26","1348","392","143","155","9","50","75","9","11","","01/01/2015","12/31/2015"
"310084","MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS","OP-26","565","46","340","292","1753","265","498","44","12","","01/01/2015","12/31/2015"
"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","OP-26","4812","145","4159","1161","326","915","639","109","94","","01/01/2015","12/31/2015"
"310091","MEMORIAL HOSPITAL OF SALEM COUNTY","OP-26","1498","488","484","270","667","121","17","7","8","","01/01/2015","12/31/2015"
"310092","CAPITAL HEALTH REGIONAL MEDICAL CENTER","OP-26","623","0","112","80","97","162","928","14","36","","01/01/2015","12/31/2015"
"310096","SAINT MICHAEL'S MEDICAL CENTER, INC","OP-26","607","281","0","114","87","183","624","94","353","","01/01/2015","12/31/2015"
"310108","JFK MEDICAL CENTER","OP-26","3321","466","2626","5783","2627","1076","2175","95","273","","01/01/2015","12/31/2015"
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON","OP-26","2051","231","34","274","467","896","334","58","49","","01/01/2015","12/31/2015"
"310111","CENTRASTATE MEDICAL CENTER","OP-26","862","72","11","110","70","957","183","7","32","","01/01/2015","12/31/2015"
"310112","BAYSHORE COMMUNITY HOSPITAL","OP-26","2420","17","150","130","188","220","145","15","27","","01/01/2015","12/31/2015"
"310113","SOUTHERN OCEAN MEDICAL CENTER","OP-26","1920","0","73","253","52","240","166","9","17","","01/01/2015","12/31/2015"
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","OP-26","471","163","125","120","733","22","140","1","5","","01/01/2015","12/31/2015"
"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","OP-26","329","3","133","55","1","21","0","4","0","","01/01/2015","12/31/2015"
"310119","THE UNIVERSITY HOSPITAL","OP-26","1718","732","375","380","2103","106","303","32","150","","01/01/2015","12/31/2015"
"310130","HACKENSACK-UMC AT PASCACK VALLEY","OP-26","312","0","30","664","1285","87","117","27","0","","01/01/2015","12/31/2015"
"320001","UNIVERSITY OF NEW MEXICO HOSPITAL","OP-26","8754","1953","2350","11778","8255","2855","2565","1911","949","","01/01/2015","12/31/2015"
"320002","CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER","OP-26","282","0","811","233","93","177","154","114","87","","01/01/2015","12/31/2015"
"320003","ALTA VISTA REGIONAL HOSPITAL","OP-26","354","0","42","67","13","9","4","1","0","","01/01/2015","12/31/2015"
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTER","OP-26","2919","254","5566","355","2192","166","2175","58","39","","01/01/2015","12/31/2015"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","OP-26","1489","0","27","95","352","224","1167","89","113","","01/01/2015","12/31/2015"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","OP-26","1614","0","19","115","46","343","114","29","139","","01/01/2015","12/31/2015"
"320009","LOVELACE MEDICAL CENTER","OP-26","992","535","172","226","83","268","208","173","204","","01/01/2015","12/31/2015"
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","OP-26","550","0","27","110","7","44","0","0","1","","01/01/2015","12/31/2015"
"320013","HOLY CROSS HOSPITAL","OP-26","917","0","79","796","37","104","37","9","10","","01/01/2015","12/31/2015"
"320016","GILA REGIONAL MEDICAL CENTER","OP-26","1039","195","958","740","740","79","154","23","46","","01/01/2015","12/31/2015"
"320017","LOVELACE WOMEN'S HOSPITAL","OP-26","4252","0","367","552","287","191","1","15","228","","01/01/2015","12/31/2015"
"320018","MEMORIAL MEDICAL CENTER","OP-26","780","903","542","209","907","665","4766","180","123","","01/01/2015","12/31/2015"
"320021","PRESBYTERIAN HOSPITAL","OP-26","18979","0","198","876","284","971","45","6","49","","01/01/2015","12/31/2015"
"320022","PLAINS REGIONAL MEDICAL CENTER","OP-26","608","0","48","39","7","149","65","7","6","","01/01/2015","12/31/2015"
"320030","ARTESIA GENERAL HOSPITAL","OP-26","880","0","120","308","16","79","5","20","1","","01/01/2015","12/31/2015"
"320033","LOS ALAMOS MEDICAL CENTER","OP-26","25","0","0","0","0","0","11","0","291","","01/01/2015","12/31/2015"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","OP-26","674","611","0","130","0","179","0","0","561","","01/01/2015","12/31/2015"
"320060","ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"320063","CARLSBAD MEDICAL CENTER","OP-26","1404","205","21","35","64","52","82","11","1","","01/01/2015","12/31/2015"
"320065","LEA REGIONAL MEDICAL CENTER","OP-26","351","108","1","332","0","3","0","0","812","","01/01/2015","12/31/2015"
"320067","GUADALUPE COUNTY HOSPITAL","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2015","12/31/2015"
"320074","LOVELACE WESTSIDE HOSPITAL","OP-26","622","0","2","330","29","24","7","2","42","","01/01/2015","12/31/2015"
"320084","ROOSEVELT GENERAL HOSPITAL","OP-26","696","0","2438","74","3","1","1","0","0","","01/01/2015","12/31/2015"
