Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Achievement Threshold,IMM-2 Benchmark,IMM-2 Baseline Rate,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,IMM-2 Preventive Condition/Procedure Score
"260032","BARNES JEWISH HOSPITAL","ONE BARNES-JEWISH HOSPITAL PLAZA","Saint Louis","MO","63110","ST. LOUIS CITY","0.951607","0.997739","0.906367","0.927509","0 out of 10","2 out of 9","2 out of 10","2"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","Montgomery","AL","36116","MONTGOMERY","0.951607","0.997739","0.932710","0.946050","0 out of 10","2 out of 9","2 out of 10","2"
"220060","BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH","275 SANDWICH STREET","Plymouth","MA","02360","PLYMOUTH","0.951607","0.997739","0.953908","0.976364","5 out of 10","5 out of 9","5 out of 10","5"
"390036","HERITAGE VALLEY BEAVER","1000 DUTCH RIDGE ROAD","Beaver","PA","15009","BEAVER","0.951607","0.997739","0.963964","0.987762","8 out of 10","7 out of 9","8 out of 10","8"
"230121","MEMORIAL HEALTHCARE","826 WEST KING STREET","Owosso","MI","48867","SHIAWASSEE","0.951607","0.997739","0.875000","0.978182","6 out of 10","8 out of 9","8 out of 10","8"
"450747","PALESTINE REGIONAL MEDICAL CENTER","2900 S LOOP 256","Palestine","TX","75801","ANDERSON","0.951607","0.997739","0.956522","0.991098","8 out of 10","8 out of 9","8 out of 10","8"
"330199","METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE","New York","NY","10029","NEW YORK","0.951607","0.997739","0.711579","0.888655","0 out of 10","6 out of 9","6 out of 10","6"
"370078","OKLAHOMA STATE UNIVERSITY MEDICAL CENTER","744 WEST 9TH STREET","Tulsa","OK","74127","OSAGE","0.951607","0.997739","0.887795","0.838652","0 out of 10","0 out of 9","0 out of 10","0"
"320018","MEMORIAL MEDICAL CENTER INC","2450 SOUTH TELSHOR BLVD","Las Cruces","NM","88011","DONA ANA","0.951607","0.997739","0.973790","0.982387","7 out of 10","3 out of 9","7 out of 10","7"
"440110","FORT LOUDON MEDICAL CENTER","550 FORT LOUDON MEDICAL CENTER DR","Lenoir City","TN","37772","LOUDON","0.951607","0.997739","0.969325","0.991935","8 out of 10","7 out of 9","8 out of 10","8"
"050138","KAISER FOUNDATION HOSPITAL - LOS ANGELES","4867 SUNSET BLVD","Los Angeles","CA","90027","LOS ANGELES","0.951607","0.997739","0.853612","0.930031","0 out of 10","5 out of 9","5 out of 10","5"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","San Jose","CA","95128","SANTA CLARA","0.951607","0.997739","0.721414","0.886905","0 out of 10","5 out of 9","5 out of 10","5"
"450848","MEMORIAL HERMANN SUGAR LAND HOSPITAL","17500 W GRAND PARKWAY SOUTH","Sugar Land","TX","77479","FORT BEND","0.951607","0.997739","0.997840","0.997890","10 out of 10","9 out of 9","10 out of 10","10"
"040074","NORTH METRO MEDICAL CENTER","1400 BRADEN STREET","Jacksonville","AR","72076","PULASKI","0.951607","0.997739","0.638767","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","Rolla","MO","65401","PHELPS","0.951607","0.997739","0.900709","0.937650","0 out of 10","3 out of 9","3 out of 10","3"
"520009","ST ELIZABETH HOSPITAL","1506 S ONEIDA ST","Appleton","WI","54915","OUTAGAMIE","0.951607","0.997739","0.987544","0.994764","9 out of 10","7 out of 9","9 out of 10","9"
"390079","ROBERT PACKER HOSPITAL","ONE GUTHRIE SQUARE","Sayre","PA","18840","BRADFORD","0.951607","0.997739","0.903030","0.960254","2 out of 10","6 out of 9","6 out of 10","6"
"050764","SHASTA REGIONAL MEDICAL CENTER","1100 BUTTE ST","Redding","CA","96001","SHASTA","0.951607","0.997739","0.971480","0.980392","6 out of 10","3 out of 9","6 out of 10","6"
"280125","FAITH REGIONAL HEALTH SERVICES","2700 WEST NORFOLK AVE","Norfolk","NE","68701","MADISON","0.951607","0.997739","0.959514","0.970464","4 out of 10","2 out of 9","4 out of 10","4"
"360236","MERCY HOSPITAL CLERMONT","3000 HOSPITAL DRIVE","Batavia","OH","45103","CLERMONT","0.951607","0.997739","0.988212","0.980427","6 out of 10","0 out of 9","6 out of 10","6"
"060100","MEDICAL CENTER OF AURORA, THE","1501 S POTOMAC ST","Aurora","CO","80012","ARAPAHOE","0.951607","0.997739","0.994755","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"360039","GENESIS HOSPITAL","2951 MAPLE AVENUE","Zanesville","OH","43701","MUSKINGUM","0.951607","0.997739","0.865530","0.962477","3 out of 10","7 out of 9","7 out of 10","7"
"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","Pembroke Pines","FL","33028","BROWARD","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"390185","LEHIGH VALLEY HOSPITAL - HAZLETON","700 EAST BROAD STREET","Hazleton","PA","18201","LUZERNE","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"100014","FLORIDA HOSPITAL NEW SMYRNA","401 PALMETTO ST","New Smyrna Beach","FL","32170","VOLUSIA","0.951607","0.997739","0.881443","0.985816","7 out of 10","8 out of 9","8 out of 10","8"
"670049","NORTH CENTRAL SURGICAL CENTER LLP","9301 NORTH CENTRAL EXPRESSWAY SUITE 100","Dallas","TX","75231","DALLAS","0.951607","0.997739","0.831025","0.936508","0 out of 10","6 out of 9","6 out of 10","6"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","Phenix City","AL","36867","RUSSELL","0.951607","0.997739","0.961165","0.852410","0 out of 10","0 out of 9","0 out of 10","0"
"310006","ST MARY'S GENERAL HOSPITAL","350 BOULEVARD","Passaic","NJ","07055","PASSAIC","0.951607","0.997739","0.953096","0.979630","6 out of 10","5 out of 9","6 out of 10","6"
"330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","Brooklyn","NY","11235","KINGS","0.951607","0.997739","0.867299","0.879747","0 out of 10","0 out of 9","0 out of 10","0"
"100048","JAY HOSPITAL","14114 ALABAMA ST","Jay","FL","32565","SANTA ROSA","0.951607","0.997739","1.000000","0.995935","9 out of 10","0 out of 9","9 out of 10","9"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","Selma","AL","36701","DALLAS","0.951607","0.997739","1.000000","0.974359","5 out of 10","0 out of 9","5 out of 10","5"
"150165","FRANCISCAN HEALTH MUNSTER","701 SUPERIOR AVE","Munster","IN","46321","LAKE","0.951607","0.997739","0.997863","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"380018","ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 E BARNETT ROAD","Medford","OR","97504","JACKSON","0.951607","0.997739","0.926276","0.979439","6 out of 10","7 out of 9","7 out of 10","7"
"110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","2415 PARKWOOD DRIVE","Brunswick","GA","31520","GLYNN","0.951607","0.997739","0.996146","0.943119","0 out of 10","0 out of 9","0 out of 10","0"
"260195","CITIZENS MEMORIAL HOSPITAL","1500 N OAKLAND","Bolivar","MO","65613","POLK","0.951607","0.997739","0.878049","0.875458","0 out of 10","0 out of 9","0 out of 10","0"
"150112","COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","Columbus","IN","47201","BARTHOLOMEW","0.951607","0.997739","0.994005","0.997628","9 out of 10","9 out of 9","9 out of 10","9"
"310054","HACKENSACK-UMC MOUNTAINSIDE","BAY AND HIGHLAND AVE","Montclair","NJ","07042","ESSEX","0.951607","0.997739","0.952941","0.932302","0 out of 10","0 out of 9","0 out of 10","0"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","Yuma","AZ","85364","YUMA","0.951607","0.997739","0.970356","0.966337","3 out of 10","0 out of 9","3 out of 10","3"
"670023","METHODIST MANSFIELD MEDICAL CENTER","2700 E BROAD STREET","Mansfield","TX","76063","TARRANT","0.951607","0.997739","0.967677","0.980952","6 out of 10","4 out of 9","6 out of 10","6"
"520033","ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC","410 DEWEY ST","Wisconsin Rapids","WI","54495","WOOD","0.951607","0.997739","0.936255","0.948207","0 out of 10","1 out of 9","1 out of 10","1"
"050549","LOS ROBLES HOSPITAL & MEDICAL CENTER","215 W JANSS RD","Thousand Oaks","CA","91360","VENTURA","0.951607","0.997739","0.971591","0.997494","9 out of 10","9 out of 9","9 out of 10","9"
"430005","PRAIRIE LAKES HOSPITAL","401 9TH AVENUE NW  POST OFFICE BOX 1210","Watertown","SD","57201","CODINGTON","0.951607","0.997739","0.830882","0.863636","0 out of 10","1 out of 9","1 out of 10","1"
"230024","SINAI-GRACE HOSPITAL","6071 W OUTER DRIVE","Detroit","MI","48235","WAYNE","0.951607","0.997739","0.976234","0.994992","9 out of 10","8 out of 9","9 out of 10","9"
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","French Camp","CA","95231","SAN JOAQUIN","0.951607","0.997739","0.855731","0.935484","0 out of 10","5 out of 9","5 out of 10","5"
"250057","KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","P O BOX 948/427 HIGHWAY 51 NORTH","Brookhaven","MS","39601","LINCOLN","0.951607","0.997739","0.993127","0.992157","8 out of 10","0 out of 9","8 out of 10","8"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","Juneau","AK","99801","JUNEAU","0.951607","0.997739","0.946360","0.877256","0 out of 10","0 out of 9","0 out of 10","0"
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","Bolivia","NC","28422","BRUNSWICK","0.951607","0.997739","0.987124","0.993671","9 out of 10","6 out of 9","9 out of 10","9"
"420011","CANNON MEMORIAL HOSPITAL","123 MEDICAL PARK DRIVE PO BOX 188","Pickens","SC","29671","PICKENS","0.951607","0.997739","0.988722","0.996403","9 out of 10","8 out of 9","9 out of 10","9"
"120026","PALI MOMI MEDICAL CENTER","98-1079 MOANALUA ROAD","Aiea","HI","96701","HONOLULU","0.951607","0.997739","0.998233","0.998195","10 out of 10","0 out of 9","10 out of 10","10"
"310096","SAINT MICHAEL'S MEDICAL CENTER","111 CENTRAL AVENUE","Newark","NJ","07102","ESSEX","0.951607","0.997739","0.991568","0.902357","0 out of 10","0 out of 9","0 out of 10","0"
"090001","GEORGE WASHINGTON UNIV HOSPITAL","900 23RD ST NW","Washington","DC","20037","DISTRICT OF COLUMBIA","0.951607","0.997739","0.724584","0.916509","0 out of 10","7 out of 9","7 out of 10","7"
"190041","CHRISTUS HEALTH SHREVEPORT - BOSSIER","1453 E BERT KOUNS INDUSTRIAL DRIVE","Shreveport","LA","71105","CADDO","0.951607","0.997739","0.951807","0.936842","0 out of 10","0 out of 9","0 out of 10","0"
"180104","BAPTIST HEALTH PADUCAH","2501 KENTUCKY AVENUE","Paducah","KY","42003","MCCRACKEN","0.951607","0.997739","0.992453","0.978805","6 out of 10","0 out of 9","6 out of 10","6"
"440151","SAINT THOMAS RIVER PARK HOSPITAL","1559 SPARTA STREET","Mcminnville","TN","37110","WARREN","0.951607","0.997739","0.946032","0.988806","8 out of 10","8 out of 9","8 out of 10","8"
"260190","LEE'S SUMMIT MEDICAL CENTER","2100 SE BLUE PARKWAY","Lees Summit","MO","64063","JACKSON","0.951607","0.997739","1.000000","0.997778","10 out of 10","0 out of 9","10 out of 10","10"
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","Melbourne","FL","32901","BREVARD","0.951607","0.997739","0.946984","0.979630","6 out of 10","6 out of 9","6 out of 10","6"
"510050","WHEELING HOSPITAL","1 MEDICAL PARK","Wheeling","WV","26003","OHIO","0.951607","0.997739","0.974446","0.996759","9 out of 10","9 out of 9","9 out of 10","9"
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","Milton","FL","32570","SANTA ROSA","0.951607","0.997739","0.990937","0.996979","9 out of 10","8 out of 9","9 out of 10","9"
"050232","FRENCH HOSPITAL MEDICAL CENTER","1911 JOHNSON AVE","San Luis Obispo","CA","93401","SAN LUIS OBISPO","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"100122","NORTH OKALOOSA MEDICAL CENTER","151 REDSTONE AVE SE","Crestview","FL","32539","OKALOOSA","0.951607","0.997739","0.985740","0.953908","1 out of 10","0 out of 9","1 out of 10","1"
"360125","ASHTABULA COUNTY MEDICAL CENTER","2420 LAKE AVENUE","Ashtabula","OH","44004","ASHTABULA","0.951607","0.997739","0.977642","0.992537","8 out of 10","7 out of 9","8 out of 10","8"
"050002","ST ROSE HOSPITAL","27200 CALAROGA AVE","Hayward","CA","94545","ALAMEDA","0.951607","0.997739","0.978495","0.984127","7 out of 10","2 out of 9","7 out of 10","7"
"150065","SCHNECK MEDICAL CENTER","411 W TIPTON ST","Seymour","IN","47274","JACKSON","0.951607","0.997739","0.994030","0.996988","9 out of 10","7 out of 9","9 out of 10","9"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","Wilmington","NC","28401","NEW HANOVER","0.951607","0.997739","0.805769","0.906188","0 out of 10","5 out of 9","5 out of 10","5"
"050295","MERCY HOSPITAL","2215 TRUXTUN AVENUE","Bakersfield","CA","93301","KERN","0.951607","0.997739","0.982143","0.995842","9 out of 10","8 out of 9","9 out of 10","9"
"330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","Yonkers","NY","10701","WESTCHESTER","0.951607","0.997739","0.985375","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"370054","GRADY MEMORIAL HOSPITAL","2220 IOWA STREET","Chickasha","OK","73018","GRADY","0.951607","0.997739","0.790441","0.929054","0 out of 10","6 out of 9","6 out of 10","6"
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","Port Angeles","WA","98362","CLALLAM","0.951607","0.997739","0.922460","0.920918","0 out of 10","0 out of 9","0 out of 10","0"
"050262","RONALD REAGAN U C L A MEDICAL CENTER","757 WESTWOOD PLAZA","Los Angeles","CA","90095","LOS ANGELES","0.951607","0.997739","0.816047","0.947674","0 out of 10","7 out of 9","7 out of 10","7"
"230058","MUNSON HEALTHCARE GRAYLING HOSPITAL","1100 E MICHIGAN AVE","Grayling","MI","49738","CRAWFORD","0.951607","0.997739","0.963235","0.965517","3 out of 10","0 out of 9","3 out of 10","3"
"360354","WEST CHESTER HOSPITAL, LLC","7700 UNIVERSITY DRIVE","West Chester","OH","45069","BUTLER","0.951607","0.997739","0.971154","0.984402","7 out of 10","4 out of 9","7 out of 10","7"
"450688","DALLAS REGIONAL MEDICAL CENTER","1011 NORTH GALLOWAY AVENUE","Mesquite","TX","75150","DALLAS","0.951607","0.997739","0.983027","0.954774","1 out of 10","0 out of 9","1 out of 10","1"
"230142","BEAUMONT HOSPITAL - WAYNE","33155 ANNAPOLIS AVE","Wayne","MI","48184","WAYNE","0.951607","0.997739","0.796190","0.998172","10 out of 10","9 out of 9","10 out of 10","10"
"370210","OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300","Tulsa","OK","74137","TULSA","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"440180","JELLICO COMMUNITY HOSPITAL","188 HOSPITAL LANE","Jellico","TN","37762","CAMPBELL","0.951607","0.997739","0.949219","0.976563","5 out of 10","5 out of 9","5 out of 10","5"
"370004","INTEGRIS MIAMI HOSPITAL","200 SECOND AVENUE SOUTHWEST","Miami","OK","74355","OTTAWA","0.951607","0.997739","0.957983","0.983402","7 out of 10","6 out of 9","7 out of 10","7"
"180092","CLARK REGIONAL MEDICAL CENTER","175 HOSPITAL DRIVE","Winchester","KY","40391","CLARK","0.951607","0.997739","0.986842","0.984709","7 out of 10","0 out of 9","7 out of 10","7"
"330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","Rochester","NY","14621","MONROE","0.951607","0.997739","0.855379","0.953206","1 out of 10","6 out of 9","6 out of 10","6"
"520062","OCONOMOWOC MEMORIAL HOSPITAL","791 E SUMMIT AVE","Oconomowoc","WI","53066","WAUKESHA","0.951607","0.997739","0.967638","0.990000","8 out of 10","7 out of 9","8 out of 10","8"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","Mobile","AL","36617","MOBILE","0.951607","0.997739","0.987633","0.973958","5 out of 10","0 out of 9","5 out of 10","5"
"310119","UNIVERSITY HOSPITAL","150 BERGEN ST","Newark","NJ","07103","ESSEX","0.951607","0.997739","0.900952","0.807128","0 out of 10","0 out of 9","0 out of 10","0"
"330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","Mineola","NY","11501","NASSAU","0.951607","0.997739","0.936293","0.928433","0 out of 10","0 out of 9","0 out of 10","0"
"310041","COMMUNITY MEDICAL CENTER","99 RT 37 WEST","Toms River","NJ","08755","OCEAN","0.951607","0.997739","0.846570","0.921960","0 out of 10","4 out of 9","4 out of 10","4"
"300019","CHESHIRE MEDICAL CENTER","580 COURT STREET","Keene","NH","03431","CHESHIRE","0.951607","0.997739","0.985965","0.935593","0 out of 10","0 out of 9","0 out of 10","0"
"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","Sonoma","CA","95476","SONOMA","0.951607","0.997739","0.935115","0.972763","5 out of 10","6 out of 9","6 out of 10","6"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","Birmingham","AL","35243","JEFFERSON","0.951607","0.997739","1.000000","1.000000","10 out of 10","0 out of 9","10 out of 10","10"
"220119","BRIGHAM AND WOMEN'S FAULKNER HOSPITAL","1153 CENTRE STREET","Jamaica Plain","MA","02130","SUFFOLK","0.951607","0.997739","0.977509","0.886633","0 out of 10","0 out of 9","0 out of 10","0"
"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","New York","NY","10016","NEW YORK","0.951607","0.997739","0.984127","0.966229","3 out of 10","0 out of 9","3 out of 10","3"
"180066","LOGAN MEMORIAL HOSPITAL","1625 NASHVILLE STREET","Russellville","KY","42276","LOGAN","0.951607","0.997739","0.980392","0.994118","9 out of 10","7 out of 9","9 out of 10","9"
"670054","FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO","9522 HUEBNER ROAD","San Antonio","TX","78240","BEXAR","0.951607","0.997739","0.801980","0.945946","0 out of 10","7 out of 9","7 out of 10","7"
"380038","PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER","1500 DIVISION STREET","Oregon City","OR","97045","CLACKAMAS","0.951607","0.997739","0.800443","0.752328","0 out of 10","0 out of 9","0 out of 10","0"
"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","Abington","PA","19001","MONTGOMERY","0.951607","0.997739","0.936330","0.998110","10 out of 10","9 out of 9","10 out of 10","10"
"360072","FAIRFIELD MEDICAL CENTER","401 NORTH EWING STREET","Lancaster","OH","43130","FAIRFIELD","0.951607","0.997739","0.949438","0.953271","1 out of 10","0 out of 9","1 out of 10","1"
"310021","ST FRANCIS MEDICAL CENTER","601 HAMILTON AVE","Trenton","NJ","08629","MERCER","0.951607","0.997739","0.988688","0.986979","7 out of 10","0 out of 9","7 out of 10","7"
"500012","YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","110 SOUTH NINTH AVE","Yakima","WA","98902","YAKIMA","0.951607","0.997739","0.886973","0.854415","0 out of 10","0 out of 9","0 out of 10","0"
"280081","CHI HEALTH IMMANUEL","6901 NORTH 72ND ST","Omaha","NE","68122","DOUGLAS","0.951607","0.997739","0.982729","0.987567","8 out of 10","3 out of 9","8 out of 10","8"
"450107","LAS PALMAS MEDICAL CENTER","1801 NORTH OREGON STREET","El Paso","TX","79902","EL PASO","0.951607","0.997739","0.869010","0.988562","8 out of 10","9 out of 9","9 out of 10","9"
"290021","VALLEY HOSPITAL MEDICAL CENTER","620 SHADOW LANE","Las Vegas","NV","89106","CLARK","0.951607","0.997739","0.918762","0.945392","0 out of 10","3 out of 9","3 out of 10","3"
"230036","MIDMICHGAN MEDICAL CENTER - ALPENA","1501 W CHISHOLM ST","Alpena","MI","49707","ALPENA","0.951607","0.997739","0.973822","0.962209","3 out of 10","0 out of 9","3 out of 10","3"
"050007","MILLS-PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","Burlingame","CA","94010","SAN MATEO","0.951607","0.997739","1.000000","0.972816","5 out of 10","0 out of 9","5 out of 10","5"
"670067","BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON","707 HIGHLANDER BLVD","Arlington","TX","76015","TARRANT","0.951607","0.997739","0.945619","0.954407","1 out of 10","1 out of 9","1 out of 10","1"
"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","12634 OLIVE BOULEVARD","Creve Couer","MO","63141","ST. LOUIS","0.951607","0.997739","0.973154","0.982935","7 out of 10","3 out of 9","7 out of 10","7"
"340130","CAROLINAS HEALTHCARE SYSTEM UNION","600 HOSPITAL DR","Monroe","NC","28112","UNION","0.951607","0.997739","0.957692","0.975970","5 out of 10","4 out of 9","5 out of 10","5"
"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","Potsdam","NY","13676","ST. LAWRENCE","0.951607","0.997739","0.864796","0.917073","0 out of 10","3 out of 9","3 out of 10","3"
"070011","CHARLOTTE HUNGERFORD HOSPITAL","540 LITCHFIELD ST","Torrington","CT","06790","LITCHFIELD","0.951607","0.997739","0.860687","0.800857","0 out of 10","0 out of 9","0 out of 10","0"
"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","Palm Coast","FL","32164","FLAGLER","0.951607","0.997739","0.937824","0.998350","10 out of 10","9 out of 9","10 out of 10","10"
"240010","MAYO CLINIC HOSPITAL ROCHESTER","1216 SECOND STREET SOUTHWEST","Rochester","MN","55902","OLMSTED","0.951607","0.997739","0.940984","0.958549","2 out of 10","3 out of 9","3 out of 10","3"
"190125","ST FRANCIS MEDICAL CENTER","309 JACKSON STREET","Monroe","LA","71201","OUACHITA","0.951607","0.997739","0.910180","0.954092","1 out of 10","5 out of 9","5 out of 10","5"
"180103","BAPTIST HEALTH LEXINGTON","1740 NICHOLASVILLE ROAD","Lexington","KY","40503","FAYETTE","0.951607","0.997739","0.971660","0.973812","5 out of 10","0 out of 9","5 out of 10","5"
"120007","KUAKINI MEDICAL CENTER","347 NORTH KUAKINI STREET","Honolulu","HI","96817","HONOLULU","0.951607","0.997739","0.788703","0.875989","0 out of 10","4 out of 9","4 out of 10","4"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","1900 SILVER CROSS BLVD","New Lenox","IL","60451","WILL","0.951607","0.997739","0.982353","0.988636","8 out of 10","4 out of 9","8 out of 10","8"
"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","Dothan","AL","36301","HOUSTON","0.951607","0.997739","0.932110","0.962894","3 out of 10","4 out of 9","4 out of 10","4"
"010079","ATHENS LIMESTONE HOSPITAL","700 WEST MARKET STREET","Athens","AL","35611","LIMESTONE","0.951607","0.997739","0.986111","0.992228","8 out of 10","5 out of 9","8 out of 10","8"
"100009","UNIVERSITY OF MIAMI HOSPITAL","1400 NW 12TH AVE","Miami","FL","33136","DADE","0.951607","0.997739","0.830065","0.935737","0 out of 10","6 out of 9","6 out of 10","6"
"140120","PEKIN MEMORIAL HOSPITAL","600 SOUTH 13TH STREET","Pekin","IL","61554","TAZEWELL","0.951607","0.997739","0.975831","0.986532","7 out of 10","4 out of 9","7 out of 10","7"
"260027","RESEARCH MEDICAL CENTER","2316 E MEYER BLVD","Kansas City","MO","64132","JACKSON","0.951607","0.997739","1.000000","0.991482","8 out of 10","0 out of 9","8 out of 10","8"
"100072","FLORIDA HOSPITAL FISH MEMORIAL","1055 SAXON BLVD","Orange City","FL","32763","VOLUSIA","0.951607","0.997739","0.905594","0.991667","8 out of 10","9 out of 9","9 out of 10","9"
"140117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE","Chicago","IL","60631","COOK","0.951607","0.997739","0.690813","0.731664","0 out of 10","1 out of 9","1 out of 10","1"
"530002","CAMPBELL COUNTY MEMORIAL HOSPITAL","501 SOUTH BURMA AVENUE","Gillette","WY","82716","CAMPBELL","0.951607","0.997739","0.927481","0.920863","0 out of 10","0 out of 9","0 out of 10","0"
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","651 WILLOW GROVE ST","Hackettstown","NJ","07840","WARREN","0.951607","0.997739","0.903581","0.939189","0 out of 10","3 out of 9","3 out of 10","3"
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","Elizabeth City ","NC","27909","PASQUOTANK","0.951607","0.997739","0.947266","0.946352","0 out of 10","0 out of 9","0 out of 10","0"
"190255","PARK PLACE SURGICAL HOSPITAL","4811 AMBASSADOR CAFFERY PARKWAY","Lafayette","LA","70508","LAFAYETTE","0.951607","0.997739","0.968750","0.979592","6 out of 10","3 out of 9","6 out of 10","6"
"170123","WESLEY MEDICAL CENTER","550 N HILLSIDE STREET","Wichita","KS","67214","SEDGWICK","0.951607","0.997739","0.992970","0.998165","10 out of 10","9 out of 9","10 out of 10","10"
"230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","800 S WASHINGTON AVENUE","Saginaw","MI","48601","SAGINAW","0.951607","0.997739","0.904918","0.875214","0 out of 10","0 out of 9","0 out of 10","0"
"330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","Hudson","NY","12534","COLUMBIA","0.951607","0.997739","0.971253","0.933202","0 out of 10","0 out of 9","0 out of 10","0"
"340120","VIDANT DUPLIN  HOSPITAL","401 N MAIN ST","Kenansville","NC","28349","DUPLIN","0.951607","0.997739","0.895210","0.943723","0 out of 10","4 out of 9","4 out of 10","4"
"440185","TENNOVA HEALTHCARE-CLEVELAND","2305 CHAMBLISS AVE NW","Cleveland","TN","37311","BRADLEY","0.951607","0.997739","0.952297","0.929078","0 out of 10","0 out of 9","0 out of 10","0"
"440029","WILLIAMSON MEDICAL CENTER","4321 CAROTHERS PARKWAY","Franklin","TN","37067","WILLIAMSON","0.951607","0.997739","0.968932","0.982318","6 out of 10","4 out of 9","6 out of 10","6"
"360266","MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL","7333 SMITH'S MILL ROAD","New Albany","OH","43054","FRANKLIN","0.951607","0.997739","0.929185","0.946262","0 out of 10","2 out of 9","2 out of 10","2"
"450072","BRAZOSPORT REGIONAL HEALTH SYSTEM","100 MEDICAL DRIVE","Lake Jackson","TX","77566","BRAZORIA","0.951607","0.997739","0.918239","0.967366","4 out of 10","6 out of 9","6 out of 10","6"
"330277","CORNING HOSPITAL","1 GUTHRIE DRIVE","Corning","NY","14830","STEUBEN","0.951607","0.997739","0.938192","0.990849","8 out of 10","8 out of 9","8 out of 10","8"
"260091","SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","6420 CLAYTON RD","Richmond Heights","MO","63117","ST. LOUIS","0.951607","0.997739","0.996241","0.987069","7 out of 10","0 out of 9","7 out of 10","7"
"360112","MERCY ST VINCENT MEDICAL CENTER","2213 CHERRY STREET","Toledo","OH","43608","LUCAS","0.951607","0.997739","0.936207","0.914019","0 out of 10","0 out of 9","0 out of 10","0"
