"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","140","","04/01/2015","03/31/2016"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","153","","04/01/2015","03/31/2016"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","142.5","","04/01/2015","03/31/2016"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","154","","04/01/2015","03/31/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","161.5","","04/01/2015","03/31/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","129","","04/01/2015","03/31/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","136","","04/01/2015","03/31/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate)","OP_18b_MEDIUM_MIN","140","","04/01/2015","03/31/2016"
"AK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","116","","04/01/2015","03/31/2016"
"AL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","165","","04/01/2015","03/31/2016"
"AR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","178","","04/01/2015","03/31/2016"
"AZ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","179","","04/01/2015","03/31/2016"
"CA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","179","","04/01/2015","03/31/2016"
"CO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","142.5","","04/01/2015","03/31/2016"
"CT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","163","","04/01/2015","03/31/2016"
"DC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","260","","04/01/2015","03/31/2016"
"DE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","205.5","","04/01/2015","03/31/2016"
"FL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","148.5","","04/01/2015","03/31/2016"
"GA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","164.5","","04/01/2015","03/31/2016"
"HI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","141.5","","04/01/2015","03/31/2016"
"IA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","159","","04/01/2015","03/31/2016"
"ID","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","140.5","","04/01/2015","03/31/2016"
"IL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","173.5","","04/01/2015","03/31/2016"
"IN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","159","","04/01/2015","03/31/2016"
"KS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","198","","04/01/2015","03/31/2016"
"KY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","158","","04/01/2015","03/31/2016"
"LA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","128","","04/01/2015","03/31/2016"
"MA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","164.5","","04/01/2015","03/31/2016"
"MD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","181","","04/01/2015","03/31/2016"
"ME","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","140","","04/01/2015","03/31/2016"
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","152","","04/01/2015","03/31/2016"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","168","","04/01/2015","03/31/2016"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","171","","04/01/2015","03/31/2016"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","144","","04/01/2015","03/31/2016"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","128","","04/01/2015","03/31/2016"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","163.5","","04/01/2015","03/31/2016"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","187","","04/01/2015","03/31/2016"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","186","","04/01/2015","03/31/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","162","","04/01/2015","03/31/2016"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","163","","04/01/2015","03/31/2016"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","172","","04/01/2015","03/31/2016"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","177","","04/01/2015","03/31/2016"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","141","","04/01/2015","03/31/2016"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","128","","04/01/2015","03/31/2016"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","152","","04/01/2015","03/31/2016"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","174","","04/01/2015","03/31/2016"
"PR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"RI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"SC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","137.5","","04/01/2015","03/31/2016"
"SD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","141.5","","04/01/2015","03/31/2016"
"TN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","174","","04/01/2015","03/31/2016"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","150","","04/01/2015","03/31/2016"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","159","","04/01/2015","03/31/2016"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","142","","04/01/2015","03/31/2016"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","152","","04/01/2015","03/31/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","148","","04/01/2015","03/31/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","161","","04/01/2015","03/31/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_HIGH_MIN","182","","04/01/2015","03/31/2016"
"AK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","168","","04/01/2015","03/31/2016"
"AL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","158","","04/01/2015","03/31/2016"
"AR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","130","","04/01/2015","03/31/2016"
"AZ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","207","","04/01/2015","03/31/2016"
"CA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","200","","04/01/2015","03/31/2016"
"CO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","166","","04/01/2015","03/31/2016"
"CT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","165","","04/01/2015","03/31/2016"
"DC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","244","","04/01/2015","03/31/2016"
"DE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","200","","04/01/2015","03/31/2016"
"FL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","157","","04/01/2015","03/31/2016"
"GA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","181","","04/01/2015","03/31/2016"
"HI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","178","","04/01/2015","03/31/2016"
"IA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","156","","04/01/2015","03/31/2016"
"ID","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","151","","04/01/2015","03/31/2016"
"IL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","171","","04/01/2015","03/31/2016"
"IN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","150","","04/01/2015","03/31/2016"
"KS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","144","","04/01/2015","03/31/2016"
"KY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","176","","04/01/2015","03/31/2016"
"LA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","144","","04/01/2015","03/31/2016"
"MA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","190","","04/01/2015","03/31/2016"
"MD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","209","","04/01/2015","03/31/2016"
"ME","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","247","","04/01/2015","03/31/2016"
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","168","","04/01/2015","03/31/2016"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","173","","04/01/2015","03/31/2016"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","162","","04/01/2015","03/31/2016"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","149","","04/01/2015","03/31/2016"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","173","","04/01/2015","03/31/2016"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","150","","04/01/2015","03/31/2016"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","112","","04/01/2015","03/31/2016"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","161","","04/01/2015","03/31/2016"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","290","","04/01/2015","03/31/2016"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","165","","04/01/2015","03/31/2016"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","196","","04/01/2015","03/31/2016"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","156","","04/01/2015","03/31/2016"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","149","","04/01/2015","03/31/2016"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","184","","04/01/2015","03/31/2016"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","164","","04/01/2015","03/31/2016"
"PR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"RI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","230","","04/01/2015","03/31/2016"
"SC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","176","","04/01/2015","03/31/2016"
"SD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"TN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","159","","04/01/2015","03/31/2016"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","168","","04/01/2015","03/31/2016"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","154","","04/01/2015","03/31/2016"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","167","","04/01/2015","03/31/2016"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","185","","04/01/2015","03/31/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","179","","04/01/2015","03/31/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","142","","04/01/2015","03/31/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","165","","04/01/2015","03/31/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"AK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","141","","04/01/2015","03/31/2016"
"AL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","143","","04/01/2015","03/31/2016"
"AR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","138","","04/01/2015","03/31/2016"
"AZ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","170","","04/01/2015","03/31/2016"
"CA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","166","","04/01/2015","03/31/2016"
"CO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","145","","04/01/2015","03/31/2016"
"CT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","151","","04/01/2015","03/31/2016"
"DC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","229","","04/01/2015","03/31/2016"
"DE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","185","","04/01/2015","03/31/2016"
"FL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","141","","04/01/2015","03/31/2016"
"GA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","149","","04/01/2015","03/31/2016"
"HI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","145","","04/01/2015","03/31/2016"
"IA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","137","","04/01/2015","03/31/2016"
"ID","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","133","","04/01/2015","03/31/2016"
"IL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","152","","04/01/2015","03/31/2016"
"IN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","139","","04/01/2015","03/31/2016"
"KS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","144","","04/01/2015","03/31/2016"
"KY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","149","","04/01/2015","03/31/2016"
"LA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","128","","04/01/2015","03/31/2016"
"MA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","157","","04/01/2015","03/31/2016"
"MD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","174","","04/01/2015","03/31/2016"
"ME","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","166","","04/01/2015","03/31/2016"
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","140","","04/01/2015","03/31/2016"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","144","","04/01/2015","03/31/2016"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","147","","04/01/2015","03/31/2016"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","127","","04/01/2015","03/31/2016"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","135","","04/01/2015","03/31/2016"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","155","","04/01/2015","03/31/2016"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","121","","04/01/2015","03/31/2016"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","129","","04/01/2015","03/31/2016"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","152","","04/01/2015","03/31/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","153","","04/01/2015","03/31/2016"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","186","","04/01/2015","03/31/2016"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","154","","04/01/2015","03/31/2016"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","163","","04/01/2015","03/31/2016"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","132","","04/01/2015","03/31/2016"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","126","","04/01/2015","03/31/2016"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","153","","04/01/2015","03/31/2016"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","147","","04/01/2015","03/31/2016"
"PR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"RI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","190","","04/01/2015","03/31/2016"
"SC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","140","","04/01/2015","03/31/2016"
"SD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","124","","04/01/2015","03/31/2016"
"TN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","145","","04/01/2015","03/31/2016"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","141","","04/01/2015","03/31/2016"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","145","","04/01/2015","03/31/2016"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","145","","04/01/2015","03/31/2016"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2015","03/31/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","162","","04/01/2015","03/31/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","153","","04/01/2015","03/31/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","136","","04/01/2015","03/31/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","148","","04/01/2015","03/31/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","143","","04/01/2015","03/31/2016"
"AK","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","","04/01/2015","03/31/2016"
"AL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","28","","04/01/2015","03/31/2016"
"AR","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","","04/01/2015","03/31/2016"
"AS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"AZ","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","27","","04/01/2015","03/31/2016"
"CA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","","04/01/2015","03/31/2016"
